StationID,maximum_power_kw,fast_charging_connector_type,supply_voltage_v,output_current_a,session_energy_consumed_kwh,charger_temperature_celsius,battery_soc_percent,charging_session_duration_min,charging_state,connector_standard,grid_power_load_kw
157505,50.0,2,411.4,120.24,42.66,32.7,50.4,56.3,92.4,"CCS (Type 2), CHAdeMO",47.47
157504,22.0,0,233.6,97.48,17.76,21.9,46.5,44.8,95.1,Type 2 (Socket Only),20.82
157503,22.0,0,226.3,96.75,22.16,22.3,37.4,53.2,95.6,Type 2 (Tethered Connector),21.18
157501,22.0,0,218.6,102.9,18.71,27.9,50.6,47.0,95.6,Type 2 (Socket Only),21.18
157500,50.0,2,402.0,128.4,35.97,12.4,55.5,38.8,94.3,"CCS (Type 2), CHAdeMO",47.48
149370,17.0,0,236.0,71.91,16.28,26.9,86.5,52.3,96.2,Type 2 (Socket Only),16.42
133670,150.0,4,796.9,189.27,62.73,24.1,64.8,22.7,91.9,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",142.7
132145,5.5,0,220.2,24.03,15.22,22.7,51.4,161.5,97.1,Type 2 (Socket Only),5.45
132050,3.5,0,227.9,9.96,11.6,18.4,40.8,224.1,96.3,Type 2 (Socket Only),3.52
132049,7.0,0,232.9,30.77,27.89,22.9,60.7,259.9,95.7,Type 2 (Socket Only),6.9
132046,7.5,0,224.6,35.43,17.72,33.8,42.8,157.1,95.9,Type 2 (Socket Only),6.93
131987,350.0,1,785.1,447.6,50.87,34.4,47.3,8.6,94.4,CCS (Type 2),321.42
131898,350.0,1,808.1,434.84,48.06,23.9,66.7,8.1,91.4,CCS (Type 2),308.1
131252,50.0,2,409.2,120.4,45.07,18.6,60.8,54.0,91.7,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",47.43
131189,50.0,2,411.3,119.57,41.93,31.8,39.0,55.9,94.2,"CCS (Type 2), CHAdeMO",45.69
130857,22.0,0,242.6,90.99,22.48,18.1,33.1,57.6,94.1,Type 2 (Socket Only),19.52
130842,22.0,0,245.8,85.6,17.09,34.9,31.9,53.1,95.7,Type 2 (Socket Only),19.13
130832,7.0,0,223.5,27.75,17.96,20.1,69.1,132.8,96.8,Type 2 (Socket Only),6.99
129215,22.0,0,223.8,98.79,20.83,29.9,29.8,62.7,95.5,"Tesla (Model S/X), Type 2 (Socket Only), Type 2 (Tethered Connector)",20.35
128241,22.0,0,226.5,92.37,7.15,26.0,47.3,21.3,94.2,Type 2 (Socket Only),20.82
128217,22.0,0,239.2,91.65,21.64,25.8,47.6,66.0,96.2,Type 2 (Socket Only),21.16
127500,22.0,0,233.9,92.5,21.71,15.9,35.6,67.2,95.2,Type 2 (Socket Only),21.98
127496,22.0,0,236.0,90.8,21.98,26.5,99.0,66.8,97.5,Type 2 (Socket Only),20.08
127494,22.0,0,240.5,90.99,14.05,25.4,29.3,43.6,95.3,Type 2 (Socket Only),19.84
127487,22.0,0,222.8,100.77,15.76,22.1,56.4,42.0,93.3,Type 2 (Socket Only),16.62
127485,22.0,0,234.0,94.47,16.85,30.4,39.8,49.5,94.1,Type 2 (Socket Only),20.69
127475,50.0,2,388.0,127.19,32.81,22.0,23.4,39.8,93.8,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",43.63
127474,22.0,0,230.4,95.16,16.25,7.9,74.0,43.4,96.1,Type 2 (Socket Only),20.82
127470,50.0,2,371.8,133.04,37.89,15.6,32.8,48.8,96.0,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",46.11
127467,22.0,0,233.4,96.68,17.55,24.6,65.9,54.4,97.3,Type 2 (Socket Only),20.36
127464,100.0,4,379.3,262.31,33.14,13.3,52.5,19.8,93.3,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",101.13
127462,22.0,0,239.2,88.8,18.21,12.7,54.6,55.9,96.5,Type 2 (Socket Only),22.53
127460,22.0,0,228.8,99.15,19.22,13.5,30.4,47.3,98.7,Type 2 (Socket Only),21.85
127458,22.0,0,224.4,97.65,15.04,24.8,20.3,45.7,97.9,Type 2 (Socket Only),22.6
127449,22.0,0,221.6,98.36,18.71,32.2,45.7,44.9,95.5,Type 2 (Socket Only),21.86
127447,22.0,0,244.0,88.06,13.92,26.7,22.0,41.6,94.5,Type 2 (Socket Only),20.04
127444,22.0,0,229.7,93.07,17.44,24.1,94.0,50.4,96.2,Type 2 (Socket Only),19.99
127442,22.0,0,219.1,102.07,15.19,29.3,45.8,44.7,96.7,Type 2 (Socket Only),19.47
127438,180.0,2,796.3,225.03,72.34,38.9,33.4,21.9,93.7,"CCS (Type 2), CHAdeMO",173.58
127434,22.0,0,241.1,85.87,13.66,14.6,46.1,38.9,94.7,Type 2 (Socket Only),18.53
127433,22.0,0,216.3,102.21,20.63,14.7,33.3,58.1,98.3,Type 2 (Socket Only),22.12
127422,22.0,0,217.6,96.58,16.82,19.1,9.0,50.1,97.9,Type 2 (Socket Only),21.22
127419,22.0,0,227.5,98.2,28.92,27.0,57.6,79.8,92.0,Type 2 (Socket Only),21.5
127416,22.0,0,225.6,103.95,18.76,20.0,50.7,58.6,96.4,Type 2 (Socket Only),22.79
127411,22.0,0,232.5,97.07,15.02,20.3,40.2,46.7,94.7,Type 2 (Socket Only),19.8
127409,50.0,2,397.4,133.24,26.46,23.0,78.7,34.4,95.8,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",49.78
127405,22.0,0,214.6,102.43,13.39,24.6,30.1,40.5,96.4,Type 2 (Socket Only),21.11
127384,22.0,0,232.6,100.43,15.34,25.5,31.9,42.4,96.2,Type 2 (Socket Only),20.27
127375,22.0,0,240.2,94.07,11.09,19.6,40.9,33.0,95.3,Type 2 (Socket Only),18.88
127353,100.0,1,403.0,251.53,40.23,32.7,43.9,22.5,95.4,"CCS (Type 2), Type 2 (Socket Only)",92.57
127340,22.0,0,222.1,98.58,16.4,23.6,41.8,42.0,96.3,Type 2 (Socket Only),22.34
127329,50.0,3,387.7,125.47,31.81,25.2,28.4,34.3,96.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",46.73
127321,22.0,0,227.0,95.56,19.87,15.3,24.3,50.8,95.9,Type 2 (Socket Only),22.56
127319,22.0,0,223.6,97.03,12.42,22.2,12.2,30.9,99.5,Type 2 (Socket Only),22.65
127318,22.0,0,232.6,92.49,19.53,16.1,75.9,55.5,99.2,Type 2 (Socket Only),20.89
127305,22.0,0,221.4,97.33,17.9,26.1,44.3,46.3,93.7,Type 2 (Socket Only),21.3
127298,22.0,0,220.4,97.39,26.77,25.9,38.8,74.2,94.8,Type 2 (Socket Only),19.33
127297,200.0,2,765.9,259.35,70.12,26.0,61.0,20.0,90.5,"CCS (Type 2), CHAdeMO",176.4
127292,22.0,0,228.8,97.68,20.68,22.7,46.3,61.6,96.2,Type 2 (Socket Only),21.87
127278,3.7,0,232.7,18.61,19.05,17.6,48.8,350.5,95.3,Type 2 (Socket Only),3.93
127275,22.0,0,231.2,99.97,27.47,15.6,37.5,66.0,94.9,Type 2 (Socket Only),19.7
127273,50.0,2,404.4,123.03,46.49,20.6,55.0,57.3,92.2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",48.08
127272,22.0,0,226.5,97.63,22.57,27.7,48.1,53.8,97.0,Type 2 (Socket Only),21.52
127271,50.0,3,401.5,127.23,37.31,15.7,46.2,44.0,96.0,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",42.77
127270,50.0,3,393.5,125.08,38.65,24.6,68.9,47.8,94.4,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",45.12
127267,50.0,3,408.5,119.8,27.65,22.2,17.3,35.2,93.9,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.71
127266,50.0,2,383.3,126.56,13.12,24.8,84.1,13.5,92.8,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",46.99
127265,50.0,2,401.8,119.34,19.25,18.1,29.0,21.4,95.5,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",49.7
127263,22.0,0,235.3,90.69,11.78,20.1,38.7,29.8,92.9,Type 2 (Socket Only),22.24
127262,50.0,3,418.7,123.92,32.3,22.0,47.1,33.2,94.5,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",46.51
125718,22.0,0,231.8,94.36,16.43,22.5,37.8,46.7,97.0,Type 2 (Socket Only),20.41
118684,50.0,3,397.6,130.05,34.62,28.2,16.8,41.3,96.1,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.3
117967,50.0,1,409.2,121.85,24.14,15.9,60.6,26.1,92.3,"CCS (Type 2), Type 2 (Socket Only)",40.49
117703,200.0,2,796.0,251.32,61.12,24.1,17.5,16.2,93.5,"CCS (Type 2), CHAdeMO",192.41
117647,7.2,0,220.6,31.2,20.09,12.8,34.2,166.9,96.2,Type 2 (Socket Only),7.1
117123,50.0,1,408.8,128.29,29.58,30.2,24.8,37.1,93.7,CHAdeMO,47.16
116964,3.5,0,208.6,19.44,14.31,32.2,14.6,262.1,96.0,Type 2 (Socket Only),3.06
116963,3.5,0,234.2,17.3,9.05,10.2,61.1,166.1,96.4,Type 2 (Socket Only),3.36
116739,22.0,0,227.9,96.93,12.33,27.2,52.3,29.6,97.7,Type 2 (Socket Only),21.17
116738,22.0,0,221.1,103.71,14.81,17.1,5.0,36.1,94.6,Type 2 (Socket Only),21.67
115195,7.4,0,243.0,25.8,19.14,24.8,57.5,134.7,95.3,Type 2 (Socket Only),6.5
115151,50.0,3,395.7,129.64,42.73,18.5,23.4,43.9,91.1,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",43.33
115150,150.0,2,837.0,177.25,35.92,24.8,38.8,15.5,93.1,"CCS (Type 2), CHAdeMO",137.24
114781,50.0,3,383.6,129.85,33.38,24.5,45.0,35.0,95.2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",44.06
114553,50.0,2,392.7,130.9,34.82,14.8,51.9,37.4,94.3,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",49.67
114488,50.0,3,403.7,126.01,43.02,24.6,18.1,52.0,94.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",49.14
113825,22.0,0,242.9,92.28,20.96,18.9,44.6,62.1,95.2,Type 2 (Tethered Connector),21.59
112958,22.0,0,240.2,90.94,16.57,21.2,5.1,49.9,95.6,Type 2 (Socket Only),21.95
112956,50.0,2,412.7,123.61,40.67,28.2,5.0,49.8,95.5,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",45.03
112955,150.0,4,794.6,191.88,49.12,17.1,48.4,19.6,92.1,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",135.38
112954,50.0,3,380.6,133.19,27.57,19.3,56.3,30.5,95.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",50.67
112953,50.0,2,390.5,125.92,45.36,25.0,26.6,59.4,96.9,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",47.83
112952,50.0,3,400.3,125.2,18.06,31.1,5.0,24.4,96.4,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.88
112950,22.0,0,231.8,90.67,18.78,21.8,45.9,57.4,94.0,Type 2 (Socket Only),19.74
112949,22.0,0,204.7,111.6,16.94,21.0,5.0,41.0,93.9,Type 2 (Socket Only),18.79
112948,22.0,0,239.4,89.03,15.32,17.7,52.8,42.1,94.2,Type 2 (Socket Only),20.8
112947,3.7,0,222.6,17.05,20.13,12.2,82.9,364.0,96.6,Type 2 (Socket Only),3.34
112946,50.0,3,390.0,129.17,42.89,16.8,9.7,59.0,96.0,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",43.26
112944,11.0,0,225.5,42.66,18.51,17.3,53.3,93.8,98.1,Type 2 (Socket Only),10.18
112943,22.0,0,237.2,94.64,22.33,26.6,48.7,65.5,96.0,Type 2 (Socket Only),19.87
109200,6.0,0,246.3,27.04,15.6,24.6,46.4,151.5,96.4,Type 2 (Tethered Connector),5.73
108841,22.0,0,242.3,92.3,23.3,25.0,32.8,55.8,96.0,Type 2 (Socket Only),20.55
105549,13.0,0,231.4,52.8,10.43,19.4,39.8,53.1,96.4,Type 2 (Socket Only),13.43
105544,22.0,0,235.9,90.1,17.21,21.3,49.0,43.8,96.3,Type 2 (Tethered Connector),17.79
105511,13.0,0,221.2,54.5,22.35,14.5,39.1,106.7,98.8,Type 2 (Tethered Connector),12.89
104917,13.0,0,217.0,59.15,22.62,35.5,6.0,89.8,96.6,Type 2 (Socket Only),11.28
104473,250.0,3,788.7,316.17,55.43,35.2,47.9,13.3,92.2,"CCS (Type 2), NACS / Tesla Supercharger",235.41
103648,7.0,0,238.6,25.88,17.37,27.7,56.3,170.0,95.1,Type 2 (Tethered Connector),6.21
103462,22.0,0,232.6,95.73,21.27,21.0,54.1,50.8,98.9,"Type 2 (Socket Only), Type 2 (Tethered Connector)",21.95
102065,13.0,0,218.4,58.7,9.45,14.6,62.4,44.3,94.7,Type 2 (Tethered Connector),12.45
99429,13.0,0,229.6,61.52,18.36,33.5,66.1,74.5,95.3,Type 2 (Tethered Connector),12.82
98011,150.0,2,813.4,184.98,66.35,25.1,33.2,23.7,93.1,"CCS (Type 2), NACS / Tesla Supercharger",128.25
97680,22.0,0,234.9,90.98,19.42,14.4,43.1,50.8,95.4,"Tesla (Model S/X), Type 2 (Socket Only)",21.29
95081,22.0,0,237.3,95.6,10.11,27.1,22.1,27.6,97.7,Type 2 (Socket Only),22.36
94643,22.0,0,235.0,93.12,31.25,21.2,5.0,87.6,94.5,Type 2 (Socket Only),19.91
93378,7.0,0,227.1,32.16,11.33,32.0,65.6,96.1,95.1,Type 2 (Tethered Connector),6.49
92972,22.0,0,223.2,98.91,11.31,19.7,12.0,34.4,97.2,Type 2 (Tethered Connector),21.78
91890,22.0,0,230.9,91.16,18.55,17.6,67.2,51.1,93.8,Type 2 (Socket Only),19.02
88659,22.0,0,236.4,91.55,17.87,12.9,17.0,50.8,97.6,"Type 2 (Socket Only), Type 2 (Tethered Connector)",22.0
85721,22.0,0,237.2,92.48,25.84,22.7,64.1,74.4,95.9,"Tesla (Model S/X), Type 2 (Socket Only)",20.17
85016,22.0,0,242.6,94.68,18.6,20.3,44.8,44.4,94.0,Type 2 (Tethered Connector),19.68
84595,180.0,1,806.1,225.98,44.4,31.6,73.3,12.6,91.8,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",147.76
82362,22.0,0,230.3,92.75,17.36,27.5,39.6,43.3,96.5,"Tesla (Model S/X), Type 2 (Socket Only)",19.27
73196,22.0,0,221.1,94.88,15.24,34.8,5.0,42.9,97.6,Type 2 (Socket Only),21.49
72548,150.0,4,796.8,187.1,32.59,25.4,59.0,14.2,91.5,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",124.01
72495,22.0,0,238.7,94.47,15.0,15.0,17.2,45.7,99.5,Type 2 (Socket Only),22.29
72009,150.0,4,771.7,198.12,54.28,25.8,43.3,18.7,93.3,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",142.87
70927,22.0,0,230.7,96.27,11.79,12.0,16.9,36.2,95.7,Type 2 (Socket Only),21.56
70774,50.0,3,417.3,122.4,43.07,16.9,46.8,57.6,92.0,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",47.12
67802,50.0,2,398.3,124.38,37.17,25.7,36.2,42.8,95.4,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",49.46
66692,22.08,0,219.7,102.46,24.93,23.1,67.9,64.2,94.3,Type 2 (Socket Only),20.17
66622,50.0,1,403.2,121.18,35.38,26.1,60.1,45.8,95.3,CHAdeMO,43.02
66621,22.0,0,235.0,95.67,24.58,20.8,46.0,75.2,96.5,Type 2 (Socket Only),21.65
66620,22.0,0,241.3,90.7,15.57,20.1,18.0,45.9,94.2,Type 2 (Socket Only),21.09
66615,100.0,2,390.0,256.54,41.88,29.2,38.1,22.7,95.7,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",101.49
66612,22.0,0,233.1,93.46,12.74,19.1,27.6,31.6,99.5,Type 2 (Socket Only),20.81
66610,22.0,0,241.4,97.94,18.61,23.9,18.6,46.3,95.5,Type 2 (Socket Only),21.56
66609,22.0,0,226.1,101.96,12.95,11.2,34.4,32.7,97.2,Type 2 (Socket Only),20.99
66607,22.0,0,224.2,99.37,19.16,15.9,68.7,45.3,93.4,Type 2 (Socket Only),22.33
66601,100.0,1,408.6,244.11,24.97,28.3,26.6,12.9,94.9,"CCS (Type 2), Type 2 (Socket Only)",96.12
66600,50.0,2,389.0,127.29,39.92,25.2,60.8,45.9,91.7,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",46.52
66599,22.0,0,236.8,88.64,13.63,12.8,11.6,32.4,97.1,Type 2 (Socket Only),22.67
66598,22.0,0,227.2,100.8,6.42,24.5,22.4,19.1,96.3,Type 2 (Socket Only),20.16
66597,22.0,0,239.6,90.48,15.18,18.2,36.6,36.6,96.4,Type 2 (Socket Only),21.0
66596,22.0,0,231.4,95.53,20.65,29.6,38.2,60.9,93.5,Type 2 (Socket Only),19.83
66530,22.0,0,239.7,90.51,23.36,36.2,40.1,63.1,96.3,Type 2 (Socket Only),21.29
66529,22.0,0,235.1,93.81,14.07,17.2,80.2,43.4,94.4,Type 2 (Socket Only),21.66
66528,50.0,2,405.4,115.02,25.24,21.4,42.6,32.0,94.1,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",42.11
66527,50.0,2,419.2,122.77,30.49,31.1,67.1,36.7,92.1,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",50.09
66516,7.0,0,222.8,32.89,24.96,25.4,12.4,219.8,97.0,Type 2 (Tethered Connector),6.88
66515,3.7,0,214.1,24.16,21.68,17.5,30.2,358.1,98.0,Type 2 (Socket Only),3.77
66513,7.0,0,236.3,28.15,19.2,14.8,54.6,148.3,99.5,Type 2 (Socket Only),7.61
66512,22.0,0,234.5,88.78,23.08,21.7,95.7,64.4,95.3,Type 2 (Socket Only),19.06
66511,22.0,0,221.9,106.44,10.04,24.5,17.1,31.1,98.5,Type 2 (Socket Only),21.98
66510,22.0,0,236.4,93.97,21.37,18.7,53.0,65.3,98.4,Type 2 (Socket Only),20.75
66495,22.0,0,241.1,94.24,18.5,18.8,57.4,45.6,94.7,Type 2 (Socket Only),19.96
66494,22.0,0,224.3,96.76,14.73,23.2,25.3,44.7,96.1,Type 2 (Socket Only),21.92
66492,22.0,0,214.5,103.72,13.83,26.0,8.4,35.8,94.9,Type 2 (Socket Only),19.9
66491,22.0,0,237.8,94.98,9.22,27.2,13.6,23.8,95.1,Type 2 (Socket Only),21.76
66489,150.0,4,773.6,195.17,49.01,22.4,56.6,21.1,90.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",138.5
66488,50.0,2,409.9,124.67,5.5,22.9,42.6,5.8,95.3,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",51.53
66486,22.0,0,240.2,96.23,12.56,20.9,46.4,35.2,96.4,Type 2 (Socket Only),21.05
66485,50.0,2,402.3,122.31,45.67,20.4,29.1,50.4,93.8,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",46.28
66484,7.0,0,224.1,33.54,13.34,21.7,44.1,113.0,96.9,Type 2 (Socket Only),7.32
66481,50.0,2,390.6,133.11,21.06,19.5,53.7,25.2,94.8,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",48.74
66475,22.0,0,236.2,91.78,21.43,21.0,40.7,61.5,96.1,Type 2 (Socket Only),20.25
66474,22.0,0,232.7,93.94,22.24,21.0,35.5,61.0,98.1,Type 2 (Socket Only),21.85
66470,22.0,0,229.1,95.49,16.91,21.3,57.7,44.9,95.1,Type 2 (Socket Only),21.72
66468,22.0,0,234.6,89.52,28.07,18.6,46.3,75.3,93.6,Type 2 (Socket Only),19.96
66467,22.0,0,226.0,94.36,15.8,40.4,67.8,39.6,95.4,Type 2 (Socket Only),21.46
66465,22.0,0,221.2,101.9,8.52,29.8,17.2,24.0,97.0,Type 2 (Socket Only),21.13
66464,50.0,2,391.4,127.95,36.05,23.9,67.5,46.1,94.9,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",49.18
66463,22.0,0,233.2,96.2,15.44,22.1,44.2,38.4,95.7,Type 2 (Socket Only),22.16
66448,22.0,0,232.1,92.04,9.71,38.6,46.8,28.2,96.5,Type 2 (Socket Only),18.86
66442,22.0,0,209.6,107.67,23.03,12.5,69.2,65.5,95.6,Type 2 (Socket Only),20.44
66441,22.0,0,220.6,94.88,22.02,25.7,74.5,53.2,96.5,Type 2 (Socket Only),22.16
66437,22.0,0,224.6,95.97,18.77,19.9,36.1,43.8,96.3,Type 2 (Socket Only),21.73
66399,22.0,0,234.2,94.87,18.24,25.1,48.4,55.5,96.5,Type 2 (Socket Only),23.17
66394,22.0,0,217.8,96.25,20.18,25.8,13.5,58.5,95.5,Type 2 (Socket Only),22.59
66390,22.0,0,227.4,94.71,17.24,16.2,43.1,52.8,95.3,Type 2 (Socket Only),18.77
66387,22.0,0,245.5,86.1,15.36,19.8,31.4,46.1,99.1,Type 2 (Socket Only),20.53
66384,22.0,0,230.5,96.6,19.78,19.0,53.2,57.6,94.5,Type 2 (Socket Only),20.03
66381,22.0,0,231.0,94.72,12.64,23.8,55.3,36.6,96.4,Type 2 (Socket Only),20.22
66378,22.0,0,229.5,95.96,8.7,23.1,34.6,22.0,95.1,Type 2 (Socket Only),21.02
66377,22.0,0,237.9,96.13,27.35,22.4,45.4,71.6,96.1,Type 2 (Socket Only),21.33
66375,22.0,0,230.3,93.99,14.84,19.9,39.4,41.0,92.5,Type 2 (Socket Only),22.06
66354,3.7,0,228.2,14.36,20.13,10.1,93.8,361.5,94.5,Type 2 (Socket Only),3.52
66330,22.0,0,231.2,93.84,18.52,12.0,30.2,46.5,95.0,Type 2 (Socket Only),20.74
66329,22.0,0,240.6,93.17,10.76,16.3,42.3,29.8,95.3,Type 2 (Socket Only),22.17
66248,22.0,0,233.2,98.95,20.42,29.2,49.6,53.6,97.9,Type 2 (Socket Only),20.56
66247,22.0,0,230.5,95.92,15.11,15.4,36.4,39.2,96.3,Type 2 (Socket Only),19.85
66244,7.0,0,239.4,27.43,14.63,27.5,67.5,118.5,96.7,Type 2 (Socket Only),7.06
66240,22.0,0,225.8,96.88,23.44,19.7,13.4,69.3,93.8,Type 2 (Socket Only),20.46
66237,22.0,0,204.4,104.83,17.25,20.0,35.9,40.0,95.1,Type 2 (Socket Only),21.27
66228,22.0,0,233.6,95.45,11.54,15.2,42.6,35.2,95.9,Type 2 (Socket Only),21.12
66227,100.0,2,405.3,251.68,42.99,32.0,46.2,28.0,95.6,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",95.24
66217,22.0,0,233.5,90.11,21.18,23.5,10.1,63.1,96.2,Type 2 (Socket Only),19.17
66179,100.0,1,401.7,252.42,35.51,8.2,58.2,20.0,95.3,CCS (Type 2),92.09
66176,22.0,0,225.0,95.53,19.88,22.0,5.7,47.4,95.7,Type 2 (Socket Only),20.33
66115,22.0,0,227.8,91.84,19.17,23.3,72.0,45.4,93.5,Type 2 (Socket Only),20.28
65943,22.0,0,240.1,95.48,18.76,14.5,79.0,47.7,95.9,Type 2 (Socket Only),19.6
65939,22.0,0,233.6,99.66,20.82,25.6,44.2,49.9,93.5,Type 2 (Socket Only),21.13
65938,22.0,0,241.8,91.81,25.02,19.8,69.8,68.8,98.3,Type 2 (Socket Only),22.81
65922,22.0,0,232.1,94.41,12.51,18.7,49.4,33.4,96.0,Type 2 (Socket Only),21.41
65914,22.0,0,228.8,94.38,18.44,11.7,59.6,44.3,94.5,Type 2 (Socket Only),19.81
65896,22.0,0,235.7,93.61,14.54,22.5,13.9,41.4,94.8,Type 2 (Socket Only),20.71
64505,22.0,0,232.9,93.3,21.66,20.6,54.5,52.6,94.9,Type 2 (Socket Only),19.74
64504,22.0,0,233.5,93.28,20.59,13.8,5.0,50.1,97.9,Type 2 (Socket Only),22.91
64459,22.0,0,228.2,97.58,21.03,19.8,5.0,65.9,96.6,Type 2 (Socket Only),19.65
52998,50.0,3,410.9,125.49,41.91,25.6,47.5,54.2,91.9,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",44.57
52996,50.0,3,399.5,126.21,43.7,22.1,53.2,58.9,94.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",46.28
52995,100.0,2,406.4,248.95,37.47,25.7,55.7,24.6,95.3,"CCS (Type 2), CHAdeMO",94.85
52994,100.0,1,401.2,253.79,40.71,19.9,65.9,27.2,92.0,CCS (Type 2),96.05
51251,22.0,0,225.4,96.58,17.11,33.5,5.0,44.1,97.4,Type 2 (Socket Only),20.51
48828,22.0,0,225.7,96.62,14.62,29.9,54.2,42.6,93.9,Type 2 (Socket Only),22.36
47073,50.0,3,407.8,123.57,49.22,20.4,74.3,61.3,93.5,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",43.64
44908,22.0,0,234.2,98.28,20.42,33.4,9.4,53.0,95.8,Type 2 (Socket Only),22.29
44907,22.0,0,235.2,92.68,12.97,32.1,34.7,30.1,94.5,Type 2 (Socket Only),23.01
44906,7.0,0,209.0,36.61,20.02,14.8,23.2,175.5,96.6,Type 2 (Socket Only),6.62
44904,22.0,0,224.1,92.28,9.58,21.7,54.2,23.3,96.5,Type 2 (Socket Only),20.14
44902,22.0,0,217.3,96.61,18.55,15.0,9.6,44.0,93.5,Type 2 (Socket Only),21.01
44901,22.0,0,226.0,95.47,19.43,19.2,47.1,57.5,93.9,Type 2 (Socket Only),21.66
31353,50.0,3,396.3,126.4,49.76,24.2,14.5,51.4,94.1,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",45.54
26037,22.0,0,225.2,100.67,14.02,26.9,61.7,42.5,93.5,Type 2 (Socket Only),20.73
26035,50.0,2,382.5,131.05,35.64,30.8,28.0,48.9,89.3,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",44.33
26033,50.0,2,411.9,123.54,34.76,17.5,86.5,47.9,93.5,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",45.16
26026,50.0,2,398.4,127.54,41.39,21.3,66.2,55.5,94.5,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",48.54
26024,50.0,2,416.3,121.24,37.25,25.4,24.0,40.2,96.0,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",42.81
26018,22.0,0,231.2,95.73,17.52,26.5,36.3,44.9,96.9,Type 2 (Socket Only),21.4
26016,3.7,0,231.5,15.05,15.72,22.8,63.0,231.0,95.2,Type 2 (Socket Only),3.48
26014,22.0,0,247.0,88.06,19.57,15.2,35.3,53.3,94.2,Type 2 (Socket Only),21.64
26013,50.0,2,401.3,127.0,35.51,16.6,33.2,39.0,93.1,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",44.85
26011,22.0,0,233.0,101.48,19.52,19.9,55.0,55.6,96.0,Type 2 (Socket Only),21.04
26010,22.0,0,235.1,94.74,17.62,31.0,46.3,50.5,92.2,Type 2 (Socket Only),19.65
26009,22.0,0,218.6,99.08,19.08,17.1,49.7,55.8,99.0,Type 2 (Socket Only),20.76
26008,22.0,0,227.3,96.15,17.9,19.8,28.8,50.7,96.7,Type 2 (Socket Only),19.62
26006,22.0,0,221.3,97.92,18.68,24.7,34.5,52.0,95.2,Type 2 (Socket Only),20.08
26003,3.7,0,234.8,13.36,17.63,22.5,75.2,278.8,97.1,Type 2 (Socket Only),3.74
