StationID,Operator,UsageType,MaxPowerKW,FastChargeCount,ConnectionTypes,StatusType,Voltage_V,Current_A,Session_Energy_kWh,Temperature_C,SoC_pct,Session_Duration_min,Charging_Efficiency_pct,Connector_Temp_C,Grid_Load_kW
172233,(Business Owner at Location),Public,22.0,0,Type 2 (Socket Only),Operational,225.6,94.27,6.3,21.4,61.3,15.7,96.9,120.0,21.32
172232,Electric Highway Tasmania,Public,50.0,2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",Operational,410.5,118.93,37.86,33.4,16.2,45.9,92.2,120.0,43.55
172181,(Unknown Operator),Public,22.0,0,Type 2 (Tethered Connector),Operational,230.4,95.69,12.45,24.4,32.8,32.9,95.4,120.0,22.18
172031,(Business Owner at Location),Private - Restricted Access,22.0,0,Three Phase 5-Pin (AS/NZ 3123),Operational,226.9,97.36,17.66,18.5,6.1,47.4,95.3,120.0,24.15
172030,(Business Owner at Location),Public,5.5,0,Type 2 (Tethered Connector),Operational,226.0,23.77,20.5,24.9,22.9,236.1,95.1,43.4,5.26
171658,(Unknown Operator),Public - Membership Required,22.0,0,Type 2 (Socket Only),Operational,224.7,91.24,19.03,24.4,26.2,59.6,96.3,120.0,19.17
171647,Chargefox,Public,350.0,2,"CCS (Type 2), CHAdeMO",Temporarily Unavailable,817.2,426.59,57.66,31.5,62.6,10.1,92.3,120.0,334.62
171646,Tesla (including non-tesla),Public - Membership Required,250.0,1,CCS (Type 2),Operational,795.7,316.97,58.48,25.1,62.4,12.7,89.8,120.0,239.62
171640,(Business Owner at Location),Public,22.0,0,Type 2 (Socket Only),Operational,222.8,97.14,16.25,21.8,56.6,40.3,96.1,120.0,22.55
171592,(Business Owner at Location),Private - For Staff; Visitors or Customers,22.0,0,"Tesla (Model S/X), Three Phase 5-Pin (AS/NZ 3123)",Operational,236.8,92.65,18.96,12.8,66.1,49.7,99.5,120.0,21.09
171316,(Unknown Operator),Public - Pay At Location,22.0,0,"Three Phase 5-Pin (AS/NZ 3123), Type 2 (Tethered Connector)",Operational,226.4,101.18,20.11,20.0,33.7,58.0,92.5,120.0,19.71
171313,Chargefox,Public,22.0,0,Three Phase 5-Pin (AS/NZ 3123),Operational,220.9,103.7,17.3,18.6,24.4,44.6,93.9,120.0,22.01
171146,Tesla (Tesla-only charging),Public - Membership Required,120.0,1,CCS (Type 2),Operational,398.5,302.37,49.11,9.6,43.4,25.0,93.9,120.0,120.01
171061,Queensland Electric Super Highway,Public,50.0,2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",Operational,414.9,124.5,45.18,11.1,8.6,53.0,97.9,120.0,54.99
170985,(Unknown Operator),Public,22.0,0,Type 2 (Socket Only),Operational,226.7,91.42,21.39,18.7,22.1,56.3,95.9,120.0,19.34
170824,NRMA,Public,50.0,2,"CCS (Type 2), CHAdeMO",Operational,378.4,133.26,32.5,23.9,32.7,37.9,94.4,120.0,47.84
170771,(Business Owner at Location),Private - For Staff; Visitors or Customers,22.0,0,Type 2 (Tethered Connector),Operational,225.8,101.89,21.36,19.4,46.2,54.3,98.1,120.0,19.14
170770,Tesla (Tesla-only charging),Public,22.0,0,Tesla (Model S/X),Operational,226.8,100.06,14.89,21.2,40.2,41.5,96.4,120.0,20.99
170665,(Unknown Operator),Public - Pay At Location,22.0,0,"Three Phase 5-Pin (AS/NZ 3123), Type 2 (Tethered Connector)",Operational,235.7,90.71,12.71,22.7,65.6,33.7,97.0,120.0,21.21
170664,(Unknown Operator),Public,22.0,0,Three Phase 5-Pin (AS/NZ 3123),Operational,225.0,96.87,15.43,20.1,80.8,36.8,95.8,120.0,21.02
170663,Chargefox,Public,22.0,0,Type 2 (Socket Only),Operational,227.0,91.58,17.84,23.4,39.7,46.9,95.5,120.0,20.51
170607,Evie,Public - Membership Required,350.0,2,"CCS (Type 2), CHAdeMO",Operational,800.5,443.8,63.43,27.3,23.6,10.4,92.8,120.0,340.76
170600,Electric Highway Tasmania,Public,50.0,2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",Operational,387.4,133.88,41.3,19.0,55.0,45.9,92.5,120.0,46.02
170276,Chargefox,Public,60.0,2,CCS (Type 2),Operational,377.4,157.05,37.57,23.7,47.1,40.0,94.2,120.0,55.08
170079,(Unknown Operator),Private - For Staff; Visitors or Customers,22.0,0,Type 2 (Tethered Connector),Operational,235.1,91.92,22.23,18.1,20.1,67.5,96.5,120.0,19.41
170058,(Unknown Operator),Public,22.0,0,Three Phase 5-Pin (AS/NZ 3123),Operational,233.6,96.85,12.05,18.5,11.3,34.4,95.0,120.0,19.61
170057,(Unknown Operator),Public,22.0,0,Three Phase 5-Pin (AS/NZ 3123),Operational,224.5,92.24,2.0,20.4,18.7,5.4,97.5,120.0,20.94
170042,(Business Owner at Location),Public,22.0,0,"Tesla (Model S/X), Three Phase 5-Pin (AS/NZ 3123), Type 2 (Socket Only)",Operational,237.7,89.82,17.65,20.0,32.1,42.5,94.4,120.0,22.0
169994,Tesla (Tesla-only charging),Public,22.0,0,Type 2 (Tethered Connector),Operational,237.3,88.76,7.08,38.0,41.7,18.5,96.4,120.0,21.85
169823,Evie,Public - Membership Required,350.0,2,"CCS (Type 2), CHAdeMO",Operational,794.3,438.6,51.76,21.3,21.3,8.7,90.4,120.0,301.34
169770,(Unknown Operator),Public,22.0,0,Three Phase 5-Pin (AS/NZ 3123),Operational,236.7,93.48,21.89,26.7,56.9,65.8,97.3,120.0,21.08
169767,(Unknown Operator),Public,22.0,0,"Three Phase 5-Pin (AS/NZ 3123), Type 2 (Tethered Connector)",Operational,232.4,94.58,17.07,22.2,41.8,41.6,97.4,120.0,21.4
169684,(Unknown Operator),Public,22.0,0,"Type 2 (Socket Only), Type 2 (Tethered Connector)",Operational,228.6,90.53,23.71,6.0,54.0,64.2,96.5,120.0,21.24
169646,Electric Highway Tasmania,Public,22.0,0,"Tesla (Model S/X), Type 2 (Socket Only)",Operational,221.4,104.65,25.16,25.2,57.2,70.4,95.6,120.0,22.32
169558,Electric Highway Tasmania,Public,50.0,2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",Operational,381.0,125.99,51.35,14.7,26.6,68.6,93.9,120.0,46.6
168912,(Business Owner at Location),Public,7.0,0,Type 1 (J1772),Not Operational,218.9,33.8,22.71,23.2,60.8,195.7,99.0,50.3,6.9
168801,(Business Owner at Location),Public - Pay At Location,43.0,1,CCS (Type 2),Operational,229.3,187.08,18.34,25.2,60.9,22.6,94.1,120.0,35.67
168774,Tesla (Tesla-only charging),Public,22.0,0,Type 2 (Tethered Connector),Operational,230.1,92.26,16.35,17.4,47.0,47.1,95.0,120.0,23.11
168667,Chargefox,Public - Membership Required,350.0,5,"CCS (Type 2), CHAdeMO",Operational,804.0,436.21,70.34,28.4,60.9,10.4,93.5,120.0,299.39
168666,(Business Owner at Location),Public - Pay At Location,22.0,0,Type 2 (Socket Only),Operational,227.9,95.97,24.33,31.3,22.1,64.4,93.4,120.0,20.0
168665,WeVolt (AU),Public,30.0,0,CCS (Type 2),Operational,229.1,127.86,30.19,24.5,9.7,65.1,95.1,120.0,28.28
168556,(Business Owner at Location),Private - For Staff; Visitors or Customers,22.0,0,Type 2 (Socket Only),Operational,240.9,90.53,17.94,19.0,14.3,44.7,95.3,120.0,20.65
168544,Chargefox,Public - Membership Required,50.0,1,"CCS (Type 2), CHAdeMO",Operational,400.2,122.25,31.77,19.6,49.9,34.2,92.8,120.0,47.13
168484,Electric Highway Tasmania,Public - Membership Required,50.0,2,"CCS (Type 2), CHAdeMO",Operational,383.5,128.62,23.8,23.3,59.1,25.3,93.3,120.0,42.88
165108,Electric Highway Tasmania,Public,50.0,2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",Operational,387.9,135.5,24.07,23.4,59.0,31.3,93.5,120.0,45.31
162843,Evie,Public - Membership Required,350.0,2,"CCS (Type 2), CHAdeMO",Operational,784.5,441.28,57.69,29.2,52.6,10.2,92.5,120.0,335.25
162794,(Business Owner at Location),Public,22.0,0,Type 2 (Socket Only),Operational,243.0,92.75,16.81,28.9,35.2,49.2,98.7,120.0,19.57
162778,Electric Highway Tasmania,Public,50.0,2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",Operational,379.4,127.64,42.24,18.8,37.5,47.5,95.7,120.0,48.28
161993,NRMA,Public,50.0,2,"CCS (Type 2), CHAdeMO",Not Operational,405.6,123.79,32.7,23.0,59.2,37.1,92.6,120.0,43.32
161846,ChargePoint,Public,7.0,0,Type 1 (J1772),Operational,221.2,31.25,15.11,12.6,33.9,133.2,96.2,37.2,7.03
161845,NRMA,Public,50.0,2,"CCS (Type 2), CHAdeMO",Operational,385.3,135.06,37.2,18.3,22.0,42.5,94.3,120.0,47.33
161844,NRMA,Public,50.0,2,"CCS (Type 2), CHAdeMO",Operational,410.5,122.31,14.13,18.4,28.5,19.3,93.7,120.0,48.56
161843,NRMA,Public,50.0,2,"CCS (Type 2), CHAdeMO",Operational,398.4,126.5,50.98,25.2,32.4,59.3,91.7,120.0,43.61
161832,(Business Owner at Location),Private - For Staff; Visitors or Customers,22.0,0,Tesla (Model S/X),Operational,232.3,94.81,17.86,20.8,63.5,43.4,94.5,120.0,19.78
161831,Chargefox,Public - Membership Required,22.0,0,Type 2 (Socket Only),Operational,230.4,94.06,21.9,23.5,60.9,51.8,94.9,120.0,19.37
161827,(Unknown Operator),Public,35.0,0,"CCS (Type 2), CHAdeMO",Operational,235.4,149.87,20.35,21.4,34.6,30.1,99.0,120.0,36.66
161654,Chargefox,Public,22.0,0,Type 2 (Socket Only),Operational,243.9,92.23,19.8,25.4,73.8,61.1,95.7,120.0,21.12
161356,Chargestar (AU),Public - Membership Required,50.0,2,"CCS (Type 2), CHAdeMO",Operational,416.7,121.91,18.45,21.9,34.7,23.5,93.5,120.0,44.94
161350,(Business Owner at Location),Private - For Staff; Visitors or Customers,22.0,0,Tesla (Model S/X),Operational,247.5,91.66,18.91,20.1,5.0,55.2,95.8,120.0,20.35
160807,Chargefox,Public,22.0,0,Type 2 (Socket Only),Operational,235.8,92.99,18.31,14.3,44.3,51.5,97.9,120.0,20.73
157608,Chargefox,Public - Membership Required,350.0,5,"CCS (Type 2), CHAdeMO",Operational,831.7,418.58,71.08,30.7,43.3,12.0,94.6,120.0,354.6
157597,Chargefox,Public,24.0,0,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",Operational,230.3,104.53,19.62,16.4,35.0,49.1,96.2,120.0,22.5
157596,Chargefox,Public - Membership Required,50.0,2,"CCS (Type 2), CHAdeMO",Operational,395.7,127.71,27.13,18.4,45.4,35.4,94.2,120.0,49.48
157595,Chargestar (AU),Public - Membership Required,50.0,2,"CCS (Type 2), CHAdeMO",Operational,410.4,119.87,33.0,29.2,5.1,41.7,92.0,120.0,44.21
157591,(Business Owner at Location),Public,22.0,0,Type 2 (Socket Only),Not Operational,227.1,100.42,26.1,22.0,52.5,80.3,96.4,120.0,21.45
157589,(Business Owner at Location),Public,2.4,0,Type I (AS 3112),Operational,249.9,6.89,6.74,25.8,29.6,182.2,97.6,36.5,2.4
157566,NRMA,Public,50.0,2,"CCS (Type 2), CHAdeMO",Operational,402.5,126.28,39.59,26.4,92.3,50.0,93.9,120.0,50.79
157552,(Business Owner at Location),Public,50.0,2,"CCS (Type 2), CHAdeMO",Operational,407.3,127.79,40.42,34.6,13.2,44.5,93.3,120.0,46.33
157551,(Business Owner at Location),Public,50.0,2,"CCS (Type 2), CHAdeMO",Operational,411.4,119.51,18.8,22.6,41.1,20.3,93.1,120.0,48.54
157549,Evie,Public - Membership Required,350.0,2,"CCS (Type 2), CHAdeMO",Operational,799.2,435.92,66.57,34.9,45.5,10.9,90.3,120.0,308.67
157548,(Business Owner at Location),Public,2.4,0,Type I (AS 3112),Operational,223.9,5.92,14.1,25.0,38.9,302.6,94.7,35.5,2.23
157547,(Business Owner at Location),Private - For Staff; Visitors or Customers,2.4,0,Type I (AS 3112),Operational,236.6,4.76,17.96,20.6,50.6,480.0,96.6,30.9,2.36
157545,(Business Owner at Location),Public,50.0,2,"CCS (Type 2), CHAdeMO",Temporarily Unavailable,402.2,126.33,29.74,15.6,7.3,31.1,94.0,120.0,47.69
157531,(Business Owner at Location),Private - For Staff; Visitors or Customers,3.6,0,Type I (AS 3112),Operational,227.9,19.85,14.8,25.3,58.8,237.7,97.1,41.2,3.79
157530,Chargefox,Public - Membership Required,50.0,1,CCS (Type 2),Operational,404.6,122.87,30.18,23.4,12.2,41.2,92.4,120.0,46.81
157463,EO Charging,Public,7.0,0,Type 2 (Socket Only),Operational,219.3,31.54,13.45,30.1,79.1,107.1,94.9,55.0,6.29
157457,EO Charging,Public,7.0,0,Type 2 (Socket Only),Operational,243.7,28.56,17.58,22.7,69.1,163.1,97.4,44.9,5.99
157456,EO Charging,Private - Restricted Access,22.0,0,Type 2 (Socket Only),Operational,216.1,104.4,22.65,24.2,19.6,66.9,96.7,120.0,20.76
157430,Tesla (Tesla-only charging),Public,24.0,0,CCS (Type 2),Operational,212.8,115.51,11.38,9.4,56.0,24.6,96.2,120.0,24.64
156483,Chargefox,Private - For Staff; Visitors or Customers,22.0,0,Type 2 (Socket Only),Operational,235.6,89.88,23.83,20.5,76.0,70.5,96.5,120.0,23.3
156482,Chargefox,Private - For Staff; Visitors or Customers,22.0,0,Type 2 (Socket Only),Operational,227.6,104.83,15.45,30.0,30.3,40.1,96.3,120.0,20.81
156473,(Business Owner at Location),Public - Pay At Location,22.0,0,Tesla (Model S/X),Operational,233.5,92.75,22.7,25.6,89.5,62.0,96.1,120.0,20.31
156463,(Business Owner at Location),Private - For Staff; Visitors or Customers,20.0,0,Three Phase 5-Pin (AS/NZ 3123),Operational,229.9,88.16,19.25,11.2,41.7,64.3,94.4,120.0,19.67
156430,Chargefox,Public - Membership Required,7.0,0,Type 2 (Socket Only),Operational,234.8,26.48,13.83,32.5,47.3,127.2,96.5,53.0,6.4
156417,Chargefox,Public - Membership Required,50.0,2,"CCS (Type 2), CHAdeMO",Operational,406.7,124.4,42.93,22.5,30.7,52.3,92.7,120.0,46.02
156365,EO Charging,Public - Membership Required,22.0,0,Type 2 (Socket Only),Operational,227.6,95.0,18.5,22.5,61.9,48.1,97.5,120.0,21.44
156256,(Business Owner at Location),Public,22.0,0,Three Phase 5-Pin (AS/NZ 3123),Operational,237.2,92.95,15.86,21.4,33.3,45.2,96.4,120.0,20.99
156254,Chargefox,Public - Membership Required,22.0,0,Type 2 (Socket Only),Operational,237.4,95.01,19.11,25.9,68.5,44.5,96.7,120.0,18.82
156251,ChargePoint,Public,22.0,0,Type 2 (Socket Only),Operational,242.4,91.55,21.93,26.6,47.7,62.4,95.3,120.0,21.79
156175,Chargestar (AU),Public - Membership Required,50.0,2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",Temporarily Unavailable,380.7,125.1,36.88,24.4,31.5,41.3,93.8,120.0,52.56
156174,(Business Owner at Location),Private - For Staff; Visitors or Customers,8.0,0,Tesla (Model S/X),Operational,240.1,30.93,18.45,31.1,57.7,129.5,94.9,55.4,7.64
156052,Chargefox,Public - Membership Required,120.0,2,CCS (Type 2),Operational,404.4,299.4,47.36,23.9,19.1,25.2,90.7,120.0,100.86
156010,NRMA,Public,50.0,2,"CCS (Type 2), CHAdeMO",Operational,410.0,122.34,57.93,23.0,44.4,76.8,92.4,120.0,43.61
155725,(Business Owner at Location),Public,22.0,0,Type 2 (Tethered Connector),Operational,229.1,100.49,20.59,29.7,66.8,59.8,94.1,120.0,21.59
155496,Chargestar (AU),Public - Membership Required,0.0,0,Type 2 (Socket Only),Operational,235.6,31.99,24.16,30.0,28.3,209.8,91.6,55.4,5.66
155440,(Unknown Operator),Public,22.0,0,"Type 2 (Socket Only), Type 2 (Tethered Connector)",Operational,233.3,92.35,14.69,25.2,5.0,34.9,97.1,120.0,21.63
155439,(Business Owner at Location),Public,22.0,0,Type 2 (Socket Only),Operational,233.4,92.03,22.43,25.2,67.3,60.9,96.4,120.0,18.76
155370,Tesla (including non-tesla),Public - Membership Required,120.0,1,CCS (Type 2),Operational,399.0,295.69,24.41,22.0,37.3,11.5,96.0,120.0,107.85
155300,EO Charging,Public - Membership Required,22.0,0,Type 2 (Socket Only),Operational,219.4,101.74,15.69,18.4,62.2,42.8,95.5,120.0,21.56
155292,Tesla (Tesla-only charging),Public - Membership Required,120.0,1,CCS (Type 2),Operational,383.8,315.21,25.34,25.5,69.1,14.3,94.5,120.0,109.27
155278,EO Charging,Public,11.0,0,Type 2 (Socket Only),Operational,236.0,50.07,16.52,17.9,29.4,95.9,95.8,65.5,10.34
155242,EO Charging,Public,11.0,0,Type 2 (Socket Only),Operational,234.9,49.36,14.21,26.9,55.8,81.6,96.3,73.4,10.84
154488,NRMA,Public,50.0,2,"CCS (Type 2), CHAdeMO",Operational,406.0,123.45,28.07,17.2,47.5,31.0,93.5,120.0,49.55
150117,(Unknown Operator),Public - Membership Required,22.0,0,Tesla (Model S/X),Operational,244.6,90.67,13.43,17.3,39.4,40.3,96.6,120.0,19.66
150024,(Unknown Operator),Public,17.0,0,Tesla (Model S/X),Operational,239.3,69.4,26.87,31.4,42.0,106.8,96.8,113.6,16.74
149817,Tesla (including non-tesla),Public - Membership Required,120.0,1,CCS (Type 2),Operational,383.2,313.41,36.16,24.7,45.1,17.3,95.6,120.0,122.8
149622,Chargefox,Public - Pay At Location,350.0,2,"CCS (Type 2), CHAdeMO",Operational,802.4,435.97,54.09,32.0,35.5,9.1,90.2,120.0,320.46
149456,Chargehub,Public,22.0,0,Type 2 (Socket Only),Operational,231.2,95.88,17.32,18.9,50.2,40.4,95.4,120.0,22.32
149219,Chargefox,Public - Pay At Location,350.0,2,"CCS (Type 2), CHAdeMO",Operational,813.5,430.97,59.13,23.5,47.3,9.2,92.0,120.0,337.26
149179,Chargefox,Public - Membership Required,22.0,0,Type 2 (Socket Only),Operational,229.2,98.26,13.9,23.7,58.9,38.6,96.8,120.0,21.25
148545,NRMA,Public,50.0,2,"CCS (Type 2), CHAdeMO",Operational,379.8,131.04,33.5,22.4,23.5,41.1,92.9,120.0,43.57
148535,Chargestar (AU),Public - Membership Required,50.0,3,"CCS (Type 2), CHAdeMO, Type 1 (J1772), Type 2 (Tethered Connector)",Not Operational,414.0,119.45,30.47,21.4,55.9,31.8,93.1,120.0,47.15
148518,(Unknown Operator),Public,7.0,0,Type I (AS 3112),Operational,222.0,33.15,17.92,24.0,47.2,169.5,96.5,50.5,7.09
148394,Chargestar (AU),Public,22.0,0,Type 2 (Socket Only),Operational,244.5,92.09,25.8,15.3,63.5,73.3,94.7,120.0,22.88
148393,Tesla (Tesla-only charging),Public - Notice Required,11.0,0,"Tesla (Model S/X), Three Phase 5-Pin (AS/NZ 3123)",Not Operational,221.5,51.19,12.33,16.9,42.9,66.4,95.1,66.2,10.18
148118,Chargefox,Public,22.0,0,Type 2 (Socket Only),Operational,215.0,98.35,15.1,11.0,33.3,44.6,96.8,120.0,22.56
148115,Chargefox,Public - Membership Required,22.0,0,Type 2 (Socket Only),Operational,237.2,95.11,28.01,21.0,58.2,69.8,98.1,120.0,20.75
148059,(Business Owner at Location),Public,22.0,0,Type 2 (Socket Only),Operational,230.7,94.03,20.95,17.3,58.9,50.5,98.8,120.0,19.93
148058,(Business Owner at Location),Private - For Staff; Visitors or Customers,7.2,0,"Type 1 (J1772), Type 2 (Socket Only)",Operational,232.1,37.87,23.36,15.1,32.3,169.9,95.1,46.6,6.9
148057,(Business Owner at Location),Private - For Staff; Visitors or Customers,7.2,0,Type 2 (Socket Only),Operational,231.5,30.18,19.87,14.3,41.0,188.0,98.5,38.0,7.31
148050,Chargefox,Public - Membership Required,22.0,0,Type 2 (Socket Only),Operational,221.5,102.6,20.11,30.8,54.0,53.7,95.5,120.0,20.62
148049,(Unknown Operator),Public,40.0,1,"CCS (Type 2), Three Phase 5-Pin (AS/NZ 3123)",Operational,233.0,172.38,19.91,17.2,44.9,34.0,96.6,120.0,41.75
148048,EO Charging,Public - Membership Required,22.0,0,Type 2 (Socket Only),Operational,227.4,96.41,23.18,20.9,56.8,59.7,94.9,120.0,20.5
148040,EO Charging,Public - Membership Required,11.0,0,Type 2 (Socket Only),Operational,226.3,47.06,14.97,15.1,48.5,78.9,98.8,58.3,11.52
148039,Exploren,Public - Membership Required,22.0,0,Type 2 (Socket Only),Operational,241.4,96.06,7.1,20.5,19.3,19.5,96.8,120.0,20.32
135438,(Business Owner at Location),Private - For Staff; Visitors or Customers,3.8,0,Type 2 (Socket Only),Operational,236.3,16.0,25.47,19.5,5.0,408.1,96.3,33.3,3.33
135414,(Unknown Operator),Public,22.0,0,Type 2 (Socket Only),Operational,211.6,103.8,15.01,18.1,47.4,44.3,97.5,120.0,23.6
135413,(Unknown Operator),Public,22.0,0,Type 2 (Socket Only),Operational,231.7,92.33,11.72,23.3,13.4,36.5,95.5,120.0,20.89
134363,Tesla (Tesla-only charging),Public,22.0,0,Type 2 (Tethered Connector),Not Operational,238.5,95.2,18.98,27.1,45.6,44.6,94.0,120.0,21.2
133760,ChargePoint,Public,6.6,0,Type 1 (J1772),Operational,220.0,24.39,22.64,21.9,75.0,216.5,95.6,40.8,6.26
133061,Tesla (including non-tesla),Public - Membership Required,120.0,1,CCS (Type 2),Operational,406.3,293.13,44.77,26.1,37.0,19.8,97.0,120.0,118.85
132642,(Business Owner at Location),Public,7.0,0,Type 2 (Socket Only),Not Operational,223.1,36.12,12.53,24.7,33.0,110.2,98.8,54.3,6.91
132448,Chargefox,Public,22.0,0,Type 2 (Socket Only),Operational,238.0,93.72,10.83,26.5,41.4,31.1,96.6,120.0,21.73
132348,Chargestar (AU),Public - Membership Required,50.0,2,"CCS (Type 2), CHAdeMO",Operational,390.4,129.19,47.23,15.0,75.9,59.8,93.6,120.0,48.52
132347,(Business Owner at Location),Public,22.0,0,Type 2 (Socket Only),Operational,226.4,96.91,20.03,20.3,26.9,55.3,94.6,120.0,20.64
132346,(Business Owner at Location),Public,22.0,0,Type 2 (Socket Only),Operational,214.2,96.53,16.22,23.8,29.6,42.3,98.8,120.0,23.0
131895,Tesla (Tesla-only charging),Public,7.2,0,Tesla (Model S/X),Partly Operational (Mixed),239.6,30.64,14.21,15.9,40.4,112.7,96.2,40.0,7.0
131881,ChargePoint,Public,7.2,0,"Type 1 (J1772), Type 2 (Tethered Connector)",Partly Operational (Mixed),228.6,33.33,20.61,22.6,21.3,153.4,94.1,49.3,5.84
131610,Chargefox,Public,180.0,2,"CCS (Type 2), Type I (AS 3112)",Operational,810.6,221.75,37.95,27.6,61.6,13.5,93.4,120.0,176.52
131563,(Business Owner at Location),Public,22.0,0,Type 2 (Socket Only),Not Operational,233.0,90.15,13.83,19.4,27.0,40.3,97.1,120.0,20.18
131201,Chargefox,Public,22.0,0,Type 2 (Socket Only),Operational,229.6,93.73,18.02,24.8,29.9,46.3,96.3,120.0,21.49
130686,(Business Owner at Location),Private - For Staff; Visitors or Customers,22.0,0,Tesla (Model S/X),Operational,239.0,98.65,13.28,25.4,44.2,35.4,95.1,120.0,22.34
129982,Tesla (including non-tesla),Public - Membership Required,120.0,1,CCS (Type 2),Operational,405.1,300.44,28.58,23.6,13.3,12.3,92.8,120.0,108.09
128458,(Business Owner at Location),Public,6.6,0,Type 1 (J1772),Operational,221.2,25.5,19.12,21.4,47.6,196.3,98.3,41.2,6.43
128195,ChargePoint,Public - Membership Required,7.0,0,"Tesla (Model S/X), Type 1 (J1772), Type 2 (Socket Only)",Operational,235.3,22.13,27.67,35.4,68.8,231.4,93.5,52.7,6.37
126711,Chargefox,Public,22.0,0,"Type 2 (Socket Only), Type 2 (Tethered Connector)",Operational,240.5,96.74,15.62,9.4,25.4,39.1,95.6,120.0,21.27
126610,(Unknown Operator),Public,22.0,0,Type 2 (Socket Only),Operational,219.2,99.36,21.67,10.7,18.2,59.9,97.5,120.0,22.5
126602,Chargefox,Public,350.0,8,"CCS (Type 2), CHAdeMO",Operational,791.1,441.71,44.82,39.1,73.8,7.1,89.7,120.0,340.38
126300,Chargefox,Public,350.0,8,"CCS (Type 2), CHAdeMO",Operational,818.5,430.52,50.54,34.9,37.2,8.1,91.9,120.0,294.79
126235,Chargefox,Public,50.0,2,"CCS (Type 2), CHAdeMO",Operational,397.6,125.37,26.44,18.5,30.6,30.8,94.0,120.0,44.38
126130,NRMA,Public - Membership Required,50.0,2,"CCS (Type 2), CHAdeMO",Operational,409.7,122.85,24.19,28.8,58.1,26.6,93.6,120.0,48.22
125885,(Business Owner at Location),Public,22.0,0,Type 2 (Socket Only),Operational,224.1,96.28,17.54,27.1,25.8,40.9,95.9,120.0,20.98
125734,(Business Owner at Location),Public,7.0,0,Type 1 (J1772),Operational,243.2,26.67,18.6,18.9,45.4,172.8,95.5,39.6,6.16
116989,Queensland Electric Super Highway,Public,50.0,4,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",Operational,436.6,117.7,34.43,21.6,77.1,40.6,93.3,120.0,50.51
114996,Chargefox,Public - Membership Required,50.0,2,"CCS (Type 2), CHAdeMO",Operational,389.4,125.17,28.41,24.9,56.4,31.3,93.6,120.0,50.66
114487,Chargestar (AU),Public,22.0,0,Type 2 (Socket Only),Operational,238.6,89.22,16.15,16.4,83.7,44.7,95.5,120.0,21.35
114101,Tesla (Tesla-only charging),Public - Membership Required,120.0,1,CCS (Type 2),Operational,395.8,300.06,37.91,19.0,31.2,16.9,93.4,120.0,125.35
113903,Tesla (Tesla-only charging),Public - Membership Required,120.0,1,CCS (Type 2),Operational,385.8,312.22,31.38,28.8,13.5,14.0,94.4,120.0,102.39
113821,Tesla (Tesla-only charging),Public - Membership Required,120.0,1,CCS (Type 2),Operational,412.5,290.27,41.42,32.7,60.0,23.8,92.6,120.0,108.67
113602,Tesla (Tesla-only charging),Public,120.0,1,CCS (Type 2),Operational,397.2,305.49,35.39,16.5,58.2,19.9,93.3,120.0,114.66
106990,(Unknown Operator),Public - Pay At Location,22.0,0,Three Phase 5-Pin (AS/NZ 3123),Not Operational,223.4,101.46,23.63,16.4,47.3,63.9,93.5,120.0,19.87
106989,(Unknown Operator),Public - Pay At Location,22.0,0,Three Phase 5-Pin (AS/NZ 3123),Operational,220.3,100.31,23.67,24.1,85.4,64.1,94.1,120.0,20.1
106988,(Unknown Operator),Public - Pay At Location,22.0,0,Three Phase 5-Pin (AS/NZ 3123),Operational,232.3,100.63,20.29,12.3,9.7,48.4,94.5,120.0,20.11
106815,(Business Owner at Location),Public,22.0,0,"Type 1 (J1772), Type 2 (Socket Only), Type I (AS 3112)",Operational,232.6,97.05,19.69,24.5,46.7,47.6,96.4,120.0,22.75
105177,Queensland Electric Super Highway,Public - Membership Required,50.0,2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",Operational,397.3,121.62,17.08,25.4,63.0,19.4,95.2,120.0,45.02
105176,Queensland Electric Super Highway,Public - Membership Required,50.0,2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",Operational,394.9,124.78,41.11,34.2,44.9,46.1,96.0,120.0,46.91
105175,Queensland Electric Super Highway,Public - Membership Required,50.0,2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",Operational,393.0,128.23,45.82,35.7,44.9,47.3,92.7,120.0,43.51
105174,Queensland Electric Super Highway,Public,50.0,2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",Operational,393.7,124.46,39.21,23.7,56.3,41.1,93.5,120.0,45.28
100340,(Unknown Operator),Private - For Staff; Visitors or Customers,7.0,0,"Type 1 (J1772), Type 2 (Tethered Connector)",Operational,229.5,29.85,22.94,20.4,37.3,221.8,95.5,43.8,7.35
