record_id,station_id,timestamp,charger_type,connector_type,ambient_temperature_c,humidity_pct,input_voltage_v,input_current_a,charging_power_kw,grid_frequency_hz,power_factor,energy_delivered_kwh,charging_duration_min,station_temperature_c,cable_temperature_c,insulation_resistance_mohm,ground_leakage_current_ma,battery_soc_start_pct,battery_soc_end_pct,battery_voltage_v,battery_current_a,battery_temperature_c,battery_soh_pct,cell_voltage_imbalance_mv,bms_warning_count,communication_latency_ms,packet_loss_pct,failed_auth_attempts,network_traffic_mbps,firmware_integrity_score,sensor_health_score,equipment_vibration_mm_s,relay_switch_count,error_code_count,charging_efficiency_pct,voltage_deviation_pct,current_deviation_pct,energy_loss_pct,anomaly_class
EVR_009441,CS_0204,2024-02-02 18:40:00,DC_Fast,CCS,39.787,58.234,376.552,61.515,15.596,50.083,0.939,33.988,82.566,25.86,45.908,9.678,2.445,25.682,78.377,378.58,80.611,32.011,89.601,24.026,1,23.539,0.131,0,0.767,0.987,0.969,1.677,11,0,91.421,1.259,1.631,1.89,Normal
EVR_009442,CS_0211,2024-02-02 18:45:00,Ultra_Fast,Type_2,27.277,59.33,391.002,103.965,42.537,50.126,0.957,16.085,42.271,38.792,36.649,12.417,4.565,7.167,72.516,416.195,56.837,34.362,87.513,15.869,1,52.495,0.15,0,0.873,0.973,0.981,1.278,4,0,94.966,0.9,0.775,3.783,Normal
EVR_009443,CS_0226,2024-02-02 18:50:00,AC_Level_2,Type_2,34.654,72.429,388.138,101.292,39.288,49.929,0.928,15.09,60.706,33.095,31.765,10.225,5.797,40.983,92.703,365.876,89.093,32.662,82.863,20.153,1,43.931,0.883,1,2.006,0.964,0.928,1.401,8,0,89.392,3.116,1.725,5.728,Normal
EVR_009444,CS_0007,2024-02-02 18:55:00,AC_Level_2,CCS,21.138,81.998,380.731,81.762,32.433,49.966,0.971,13.643,131.427,40.157,43.918,11.285,3.657,58.744,72.399,386.901,73.434,36.635,80.936,9.259,0,64.994,0.589,1,6.695,1.0,0.857,1.813,12,0,91.167,1.839,1.564,3.786,Normal
EVR_009445,CS_0220,2024-02-02 19:00:00,Ultra_Fast,Type_2,28.959,43.353,392.193,70.91,32.111,50.081,1.0,51.625,64.519,37.058,34.501,12.795,2.898,21.025,69.11,375.007,114.222,35.328,89.307,8.344,1,40.389,0.759,0,5.971,0.992,0.964,2.477,11,0,85.5,0.932,1.018,4.102,Normal
EVR_009446,CS_0028,2024-02-02 19:05:00,AC_Level_2,Type_2,26.307,57.634,390.509,64.284,30.265,50.011,0.945,26.17,93.48,32.178,34.393,13.923,4.318,43.248,84.696,399.803,108.598,39.611,78.073,0.0,0,9.531,0.767,0,6.084,0.983,0.975,2.217,6,1,91.764,2.515,2.19,4.586,Normal
EVR_009447,CS_0293,2024-02-02 19:10:00,DC_Fast,CCS,31.923,92.306,420.468,76.249,7.19,49.968,0.945,26.102,33.54,58.379,33.481,13.503,6.05,27.952,89.728,345.447,87.402,37.45,84.812,12.457,0,271.385,3.881,8,3.006,0.741,0.941,1.987,6,0,90.224,0.871,1.249,4.379,Cybersecurity_Incident
EVR_009448,CS_0212,2024-02-02 19:15:00,Ultra_Fast,CCS,39.196,73.368,391.984,68.607,23.73,50.135,0.916,13.286,39.137,28.156,37.859,14.394,7.228,44.275,80.896,336.323,76.129,47.504,72.737,53.012,4,34.413,0.526,0,5.715,1.0,0.974,2.456,5,0,92.249,0.752,2.496,2.077,Battery_Anomaly
EVR_009449,CS_0189,2024-02-02 19:20:00,Ultra_Fast,CCS,29.411,49.952,398.208,89.334,36.612,50.001,0.96,33.33,9.606,44.754,46.339,11.387,3.244,6.893,69.14,317.011,56.721,25.154,91.56,6.45,0,29.394,0.143,0,1.286,0.984,0.845,2.051,9,0,92.854,2.047,0.179,2.528,Normal
EVR_009450,CS_0075,2024-02-02 19:25:00,AC_Level_2,CHAdeMO,25.341,45.187,408.573,112.624,32.646,49.947,0.969,15.952,60.153,43.59,46.839,11.953,0.631,59.577,85.645,360.024,98.755,33.772,100.0,4.121,0,18.553,0.121,0,2.531,0.979,0.926,1.542,6,0,94.293,0.699,3.41,2.834,Normal
EVR_009451,CS_0242,2024-02-02 19:30:00,DC_Fast,CCS,29.358,53.026,423.421,66.21,31.865,49.904,0.956,22.836,79.111,34.799,40.272,17.076,2.73,19.906,70.521,390.101,45.153,38.096,92.861,20.246,0,52.157,0.413,0,1.103,0.972,0.937,1.912,8,0,99.0,2.191,1.687,2.984,Normal
EVR_009452,CS_0114,2024-02-02 19:35:00,DC_Fast,CHAdeMO,13.534,44.083,399.063,45.193,30.947,49.979,0.962,57.072,26.14,45.935,39.611,14.043,5.55,60.176,94.234,404.991,62.482,28.728,96.384,17.643,0,55.567,0.726,0,1.979,0.96,0.905,2.601,11,6,76.587,1.555,8.122,2.957,Charging_Fault
EVR_009453,CS_0167,2024-02-02 19:40:00,AC_Level_2,CCS,26.049,60.687,431.614,91.456,32.667,49.952,1.0,16.629,76.115,45.008,26.696,14.143,6.501,62.798,82.987,370.384,71.716,42.937,91.565,18.88,1,29.272,0.081,0,1.016,1.0,0.943,1.943,11,0,95.46,0.133,3.518,5.545,Normal
EVR_009454,CS_0106,2024-02-02 19:45:00,AC_Level_2,CCS,14.54,37.451,390.739,57.251,24.513,50.357,0.939,9.653,130.552,28.229,34.034,12.62,2.062,17.389,66.34,335.805,70.026,33.049,92.167,18.944,0,13.356,0.587,0,5.121,0.953,0.99,2.54,4,0,91.145,1.038,1.788,4.548,Normal
EVR_009455,CS_0151,2024-02-02 19:50:00,DC_Fast,Type_2,35.717,60.003,391.179,70.817,27.208,50.182,0.776,18.567,90.615,38.108,24.081,12.944,2.859,36.607,97.065,386.64,105.993,30.102,97.307,24.927,1,107.008,0.167,0,8.229,0.984,0.942,1.365,9,1,93.183,9.321,1.551,7.232,Energy_Anomaly
EVR_009456,CS_0084,2024-02-02 19:55:00,AC_Level_2,Type_2,34.738,66.007,398.931,66.061,16.71,49.953,0.959,18.286,47.041,24.955,35.984,10.144,1.237,16.261,68.717,423.602,76.015,38.252,93.883,6.353,0,75.829,0.001,0,4.104,0.954,0.941,1.78,6,0,93.752,0.159,1.528,2.805,Normal
EVR_009457,CS_0212,2024-02-02 20:00:00,DC_Fast,Type_2,33.26,34.98,392.554,62.47,27.905,50.1,0.968,23.527,37.532,38.052,33.357,13.139,7.187,15.305,68.383,377.641,58.981,31.825,92.779,22.45,0,10.767,0.737,0,0.205,0.938,0.948,2.441,9,0,91.734,0.078,0.42,6.035,Normal
EVR_009458,CS_0267,2024-02-02 20:05:00,DC_Fast,CCS,23.249,43.813,400.834,100.523,50.36,49.943,0.794,49.043,72.428,23.236,38.317,13.053,5.796,5.226,84.36,364.667,60.3,19.944,100.0,12.387,1,29.933,2.342,0,6.75,1.0,0.962,2.448,6,0,92.045,8.406,2.969,15.946,Energy_Anomaly
EVR_009459,CS_0269,2024-02-02 20:10:00,AC_Level_2,CCS,19.654,98.0,403.602,69.337,31.786,49.934,0.97,12.393,34.621,38.264,18.793,13.243,2.525,45.139,99.368,379.404,113.845,50.652,71.824,60.966,2,34.799,0.026,0,3.592,0.959,0.955,1.312,9,0,97.723,1.154,2.128,2.867,Battery_Anomaly
EVR_009460,CS_0177,2024-02-02 20:15:00,AC_Level_2,CHAdeMO,35.619,68.679,392.314,87.148,28.748,49.923,0.973,24.038,42.65,26.776,32.236,13.806,4.674,8.24,78.868,367.297,80.743,23.996,95.032,20.473,0,35.123,1.459,0,4.797,0.988,0.972,3.079,2,0,97.02,1.637,1.548,2.888,Normal
EVR_009461,CS_0271,2024-02-02 20:20:00,DC_Fast,CHAdeMO,46.617,69.26,428.91,75.616,20.526,49.94,0.98,41.852,33.757,26.833,32.148,12.036,4.517,53.324,82.622,335.481,70.619,56.165,65.314,58.983,4,28.189,0.098,0,2.37,0.989,0.953,1.385,7,0,89.337,0.816,0.488,3.457,Battery_Anomaly
EVR_009462,CS_0182,2024-02-02 20:25:00,DC_Fast,CHAdeMO,33.442,54.456,377.895,113.365,41.189,49.792,0.95,31.047,55.261,50.149,26.617,10.135,1.053,47.871,82.217,367.14,103.304,30.979,93.247,15.101,0,41.656,1.065,0,15.821,0.966,0.973,0.814,3,0,94.574,1.987,1.171,6.086,Normal
EVR_009463,CS_0159,2024-02-02 20:30:00,DC_Fast,Type_2,39.627,62.399,406.132,24.752,38.557,50.058,0.966,18.094,44.419,27.407,23.252,13.646,5.111,32.836,73.129,406.388,85.38,50.051,70.701,46.808,7,26.568,0.871,0,2.062,0.993,0.991,1.462,8,0,95.408,2.458,2.513,2.869,Battery_Anomaly
EVR_009464,CS_0189,2024-02-02 20:35:00,AC_Level_2,CHAdeMO,30.346,78.115,389.017,99.875,43.618,50.116,0.981,28.969,47.733,43.042,28.795,10.875,5.349,20.32,88.53,400.889,69.406,26.956,88.334,20.033,0,22.208,0.164,0,1.462,1.0,0.901,2.436,8,0,92.359,0.899,1.033,5.994,Normal
EVR_009465,CS_0186,2024-02-02 20:40:00,AC_Level_2,Type_2,26.958,45.049,398.691,94.13,28.095,50.258,0.923,34.585,64.226,58.214,39.442,14.075,2.514,17.554,96.109,346.342,63.995,36.718,90.325,20.227,0,25.22,0.113,0,4.465,0.989,0.682,4.896,8,1,89.56,0.511,3.768,3.215,Equipment_Degradation
EVR_009466,CS_0246,2024-02-02 20:45:00,AC_Level_2,CCS,40.939,49.346,397.728,56.357,22.601,49.838,0.911,18.208,21.113,57.753,29.888,12.991,1.121,55.36,87.157,353.145,50.877,28.605,100.0,12.188,0,225.519,6.395,9,1.258,0.794,0.961,2.077,10,0,94.209,1.438,1.733,3.999,Cybersecurity_Incident
EVR_009467,CS_0042,2024-02-02 20:50:00,AC_Level_2,Type_2,28.593,59.585,391.91,70.153,37.861,49.842,0.956,11.945,73.356,44.388,24.017,13.827,3.908,14.929,87.757,349.968,83.087,32.997,93.478,11.139,0,171.89,9.251,14,0.746,0.731,0.973,1.82,8,1,89.606,1.411,2.879,7.421,Cybersecurity_Incident
EVR_009468,CS_0285,2024-02-02 20:55:00,AC_Level_2,Type_2,35.897,49.598,405.826,46.129,26.745,49.909,0.834,35.469,43.511,26.283,26.753,10.512,5.102,52.644,97.574,307.089,89.848,45.265,80.805,26.527,0,87.338,0.159,0,1.601,0.977,0.908,2.996,12,0,93.621,7.348,1.188,13.602,Energy_Anomaly
EVR_009469,CS_0300,2024-02-02 21:00:00,DC_Fast,CCS,28.006,48.713,404.408,65.582,23.195,49.9,0.953,60.464,129.452,40.306,30.034,8.537,4.711,58.958,89.932,339.467,68.745,29.387,88.186,12.513,0,6.975,1.409,0,3.799,0.952,0.891,1.587,7,0,94.546,0.463,1.313,2.787,Normal
EVR_009470,CS_0294,2024-02-02 21:05:00,AC_Level_2,Type_2,26.903,98.0,413.626,53.685,33.163,50.066,0.944,45.198,17.578,44.339,39.545,12.078,2.637,6.33,91.356,331.994,54.127,32.202,92.912,11.111,1,55.679,0.061,0,4.271,0.965,0.946,1.709,6,0,89.347,0.155,0.132,4.492,Normal
EVR_009471,CS_0181,2024-02-02 21:10:00,AC_Level_2,CHAdeMO,27.589,76.79,416.434,80.012,22.045,49.888,0.978,18.52,48.99,35.496,29.808,14.645,4.069,6.471,67.35,355.67,94.364,33.917,85.498,23.619,0,60.399,0.13,2,4.493,0.976,0.912,2.046,6,0,94.65,0.795,1.978,5.904,Normal
EVR_009472,CS_0182,2024-02-02 21:15:00,AC_Level_2,Type_2,31.939,62.889,404.217,77.309,6.829,50.189,0.929,19.243,55.285,28.024,33.505,13.219,1.18,64.708,82.405,363.462,62.452,42.477,76.138,50.32,3,23.191,0.232,0,1.588,0.995,1.0,0.612,6,0,91.13,0.829,1.196,4.778,Battery_Anomaly
EVR_009473,CS_0218,2024-02-02 21:20:00,DC_Fast,Type_2,26.089,70.785,388.0,136.822,33.965,49.826,0.847,27.795,20.549,34.152,46.447,12.326,5.041,55.602,94.959,359.794,78.626,36.203,87.058,3.409,0,29.268,0.488,0,0.843,0.996,0.983,1.677,8,0,90.961,11.474,0.909,10.409,Energy_Anomaly
EVR_009474,CS_0163,2024-02-02 21:25:00,DC_Fast,CCS,43.543,38.232,412.564,103.95,29.503,49.975,0.95,15.203,34.588,43.83,46.13,15.041,0.211,16.539,86.578,334.563,91.552,33.375,82.044,14.917,0,25.363,1.598,0,1.935,1.0,0.982,0.884,10,0,93.818,0.754,1.392,1.531,Normal
EVR_009475,CS_0046,2024-02-02 21:30:00,AC_Level_2,CCS,31.111,67.702,388.53,31.888,15.167,49.934,0.903,3.545,56.525,28.614,42.488,13.174,2.828,49.113,96.883,364.006,103.734,43.059,80.557,6.785,0,35.268,0.015,0,1.239,0.982,0.923,1.063,6,1,95.192,7.875,1.703,10.284,Energy_Anomaly
EVR_009476,CS_0092,2024-02-02 21:35:00,DC_Fast,Type_2,27.764,46.577,411.568,68.738,40.004,50.103,0.943,8.957,37.23,44.646,39.835,11.416,6.493,12.887,82.7,370.371,84.531,24.602,88.93,33.259,1,29.805,0.106,0,3.412,0.992,0.745,5.796,2,0,95.622,0.886,2.02,2.311,Equipment_Degradation
EVR_009477,CS_0105,2024-02-02 21:40:00,DC_Fast,CCS,24.267,67.845,381.664,60.507,33.55,50.252,0.989,16.235,85.075,35.424,39.355,12.145,5.385,53.728,68.873,330.313,93.083,27.223,93.655,10.836,0,328.846,8.91,6,3.355,0.69,0.937,1.101,6,0,94.236,1.217,1.474,5.008,Cybersecurity_Incident
EVR_009478,CS_0207,2024-02-02 21:45:00,AC_Level_2,CCS,33.061,46.073,399.675,90.775,34.507,50.171,0.772,27.532,39.829,40.244,36.273,17.685,3.934,18.684,82.089,356.81,40.376,28.166,96.366,24.012,0,6.767,0.341,0,2.337,0.974,0.908,2.925,9,0,98.772,8.443,1.188,13.619,Energy_Anomaly
EVR_009479,CS_0139,2024-02-02 21:50:00,DC_Fast,CCS,13.239,68.985,385.54,96.039,23.714,49.856,0.982,31.695,87.291,28.901,38.286,14.33,5.368,31.249,68.666,371.931,81.199,32.015,89.806,20.648,1,14.925,2.437,0,1.183,0.982,0.885,2.4,9,0,97.995,1.572,2.298,3.226,Normal
EVR_009480,CS_0029,2024-02-02 21:55:00,AC_Level_2,CHAdeMO,27.665,69.627,407.771,82.991,29.736,50.02,0.973,32.711,38.435,32.87,34.972,11.227,3.415,59.258,73.138,365.668,49.534,30.508,96.182,31.942,0,45.568,0.563,0,2.061,0.99,0.97,2.193,8,0,92.55,1.856,0.15,4.613,Normal
EVR_009481,CS_0251,2024-02-02 22:00:00,AC_Level_2,CCS,34.469,60.716,395.703,71.202,13.191,49.966,0.97,67.935,38.021,34.072,35.078,13.365,2.759,26.621,76.867,352.679,91.089,28.765,88.133,11.029,0,59.146,0.676,0,3.477,0.956,0.997,2.47,8,0,91.314,0.281,0.136,5.537,Normal
EVR_009482,CS_0191,2024-02-02 22:05:00,DC_Fast,Type_2,21.036,61.115,393.324,50.166,33.501,50.19,0.941,22.829,53.508,42.78,47.667,13.88,4.672,50.939,81.585,334.75,110.329,21.788,89.133,17.735,1,65.846,0.006,0,2.769,0.966,0.973,1.529,7,0,89.756,2.053,2.451,6.319,Normal
EVR_009483,CS_0047,2024-02-02 22:10:00,AC_Level_2,Type_2,31.724,77.491,411.432,75.296,30.595,49.961,1.0,24.122,60.507,35.887,35.442,9.405,5.795,10.61,93.971,340.611,52.434,30.697,92.12,26.23,0,29.016,0.003,0,0.305,0.966,0.945,2.053,5,7,80.193,0.026,10.863,6.326,Charging_Fault
EVR_009484,CS_0251,2024-02-02 22:15:00,AC_Level_2,CCS,32.443,65.46,395.975,99.482,30.056,50.051,0.953,20.668,48.741,49.493,31.945,12.091,2.504,64.971,84.767,366.363,73.557,32.992,91.471,15.807,0,74.548,0.091,1,4.238,0.969,0.668,3.772,8,0,97.133,2.668,1.396,7.047,Equipment_Degradation
EVR_009485,CS_0263,2024-02-02 22:20:00,Ultra_Fast,CCS,27.008,66.358,387.125,70.585,21.099,49.877,0.795,21.096,82.135,23.732,40.035,16.069,3.094,12.124,66.734,386.124,70.24,39.588,87.344,15.359,0,52.673,0.731,0,4.829,0.987,0.923,1.33,8,2,94.14,10.647,3.23,11.342,Energy_Anomaly
EVR_009486,CS_0064,2024-02-02 22:25:00,DC_Fast,Type_2,30.021,60.604,416.789,75.868,31.496,50.131,0.958,16.865,23.743,35.951,42.794,11.725,3.707,31.877,87.227,315.625,64.344,23.218,99.718,0.0,1,6.455,0.094,0,1.954,0.968,0.992,1.884,5,5,70.973,1.446,15.433,6.151,Charging_Fault
EVR_009487,CS_0268,2024-02-02 22:30:00,AC_Level_2,CCS,28.438,42.954,386.392,65.533,29.102,50.025,0.939,33.961,41.008,43.206,53.551,12.409,6.059,13.766,67.725,381.666,76.37,27.988,88.168,31.704,0,30.311,0.91,0,1.617,1.0,1.0,1.213,12,0,90.259,0.848,2.947,3.595,Normal
EVR_009488,CS_0012,2024-02-02 22:35:00,DC_Fast,CCS,22.564,81.883,390.975,96.259,19.037,50.247,0.964,11.233,35.921,30.495,32.428,10.097,5.272,29.859,95.482,403.315,118.409,48.558,90.452,7.9,0,73.554,1.823,0,1.106,0.957,0.982,0.99,9,0,98.081,2.126,0.749,9.117,Normal
EVR_009489,CS_0292,2024-02-02 22:40:00,AC_Level_2,CCS,40.962,68.348,408.01,79.67,10.487,49.994,0.98,30.186,23.074,42.702,36.684,14.025,5.074,24.718,76.837,364.013,75.378,30.638,90.427,22.549,1,36.939,0.062,0,4.683,0.959,0.97,1.436,15,0,96.58,1.595,0.813,6.393,Normal
EVR_009490,CS_0029,2024-02-02 22:45:00,AC_Level_2,CCS,31.986,52.52,399.492,49.26,28.892,49.914,0.95,21.257,25.111,24.512,28.06,14.944,2.428,9.467,66.216,336.898,73.528,29.994,92.884,28.228,0,33.656,0.003,0,3.439,0.975,0.864,1.945,7,0,93.712,1.768,1.296,4.002,Normal
EVR_009491,CS_0139,2024-02-02 22:50:00,AC_Level_2,CCS,28.235,60.37,408.466,43.623,47.278,50.076,1.0,10.704,38.775,29.64,36.154,12.39,1.468,38.83,98.89,377.294,96.028,38.117,90.853,15.761,0,29.149,0.791,0,2.888,0.944,0.964,0.66,8,0,88.48,1.085,1.136,4.012,Normal
EVR_009492,CS_0085,2024-02-02 22:55:00,DC_Fast,CCS,28.769,62.783,412.263,103.972,43.222,50.043,0.932,19.869,37.94,41.498,32.412,12.507,3.695,60.879,84.786,369.248,49.773,22.851,85.261,25.586,1,27.357,0.262,0,1.464,0.973,0.933,1.805,7,0,85.854,1.988,2.51,5.251,Normal
EVR_009493,CS_0074,2024-02-02 23:00:00,AC_Level_2,Type_2,35.205,38.036,395.187,62.956,37.036,50.004,0.944,15.615,30.327,31.047,42.232,7.503,3.541,35.431,70.103,337.233,70.197,23.392,87.378,11.575,0,19.275,0.548,0,2.363,1.0,0.961,1.064,9,1,94.066,0.446,1.113,3.552,Normal
EVR_009494,CS_0251,2024-02-02 23:05:00,DC_Fast,CCS,16.585,72.553,374.592,128.82,28.35,50.038,0.954,9.202,41.186,25.658,50.476,7.308,7.719,26.835,68.777,348.172,86.646,30.654,87.274,19.123,0,21.254,0.846,0,9.374,0.993,1.0,1.447,5,0,94.82,1.473,3.291,4.08,Normal
EVR_009495,CS_0224,2024-02-02 23:10:00,AC_Level_2,CCS,27.781,89.607,408.6,89.608,24.971,50.166,0.937,48.633,45.062,46.764,33.023,12.798,4.128,55.126,88.637,357.278,73.71,33.795,87.627,21.342,1,15.525,0.295,0,2.408,0.951,0.93,1.751,10,6,81.25,0.915,9.5,5.108,Charging_Fault
EVR_009496,CS_0047,2024-02-02 23:15:00,DC_Fast,CCS,20.21,71.233,392.459,121.915,28.2,50.136,0.961,42.492,46.182,47.425,43.694,14.192,5.134,16.972,89.359,348.57,75.211,33.508,86.104,20.45,0,20.322,0.101,0,1.69,1.0,0.933,1.088,5,0,88.597,0.885,2.787,4.802,Normal
EVR_009497,CS_0081,2024-02-02 23:20:00,AC_Level_2,CCS,34.276,42.389,417.533,82.662,21.186,49.94,0.982,32.725,74.957,36.703,29.562,10.414,5.811,55.145,79.01,338.079,91.259,40.379,85.867,22.939,0,51.657,0.418,0,1.376,0.992,0.956,2.519,5,1,94.772,0.209,2.737,6.912,Normal
EVR_009498,CS_0121,2024-02-02 23:25:00,AC_Level_2,Type_2,34.314,42.493,397.956,53.058,18.332,50.21,0.932,23.749,63.962,44.429,33.126,11.738,3.316,34.202,72.948,375.225,104.448,42.6,94.721,10.92,1,43.212,0.303,0,0.286,0.989,0.893,1.546,8,0,95.444,1.733,1.299,2.694,Normal
EVR_009499,CS_0043,2024-02-02 23:30:00,DC_Fast,CCS,26.83,50.699,397.086,66.961,43.82,49.995,0.94,58.032,51.635,44.199,37.672,15.461,4.717,36.532,71.056,355.522,114.007,30.777,92.089,17.051,0,241.779,6.498,12,2.006,0.734,0.945,1.871,8,1,96.581,1.036,1.694,4.44,Cybersecurity_Incident
EVR_009500,CS_0146,2024-02-02 23:35:00,AC_Level_2,Type_2,32.277,81.171,393.431,80.852,30.202,50.02,0.963,22.044,60.793,35.145,36.78,12.646,0.0,44.968,76.059,292.647,53.835,35.649,94.918,31.277,0,61.898,0.097,0,4.532,0.981,0.947,1.517,10,0,93.001,0.78,1.64,3.575,Normal
EVR_009501,CS_0074,2024-02-02 23:40:00,DC_Fast,Type_2,31.848,79.001,402.111,91.252,24.222,50.078,0.951,24.83,59.732,50.097,38.488,10.11,4.319,57.59,75.214,379.229,40.091,34.734,85.751,7.133,0,37.971,0.042,0,4.483,1.0,0.997,0.855,3,1,93.119,0.513,1.796,2.736,Normal
EVR_009502,CS_0053,2024-02-02 23:45:00,AC_Level_2,CHAdeMO,40.534,37.035,390.336,53.02,34.643,49.867,0.924,16.613,30.015,54.488,23.157,15.102,4.682,45.378,84.998,402.857,67.951,44.956,81.86,66.195,5,15.038,0.447,0,3.241,0.962,0.962,2.001,5,0,97.16,1.222,1.762,2.159,Battery_Anomaly
EVR_009503,CS_0233,2024-02-02 23:50:00,DC_Fast,CCS,32.978,58.932,410.719,103.832,19.978,49.876,1.0,27.93,67.872,31.039,31.61,12.115,7.949,33.847,68.755,409.436,90.796,27.102,96.414,4.578,0,16.756,0.02,0,2.56,0.943,0.938,2.187,7,2,84.138,1.99,10.263,6.211,Charging_Fault
EVR_009504,CS_0295,2024-02-02 23:55:00,AC_Level_2,CCS,21.075,53.659,408.42,73.678,26.871,49.972,0.915,17.352,65.023,34.347,39.736,9.613,1.846,34.148,70.251,379.995,47.979,42.776,85.998,13.016,0,186.115,4.551,12,3.908,0.738,1.0,1.858,4,0,87.974,1.143,0.928,4.008,Cybersecurity_Incident
EVR_009505,CS_0200,2024-02-03 00:00:00,DC_Fast,Type_2,23.901,56.257,388.479,80.366,32.822,50.046,0.928,20.755,45.738,43.979,29.494,12.124,2.219,14.163,83.804,377.505,74.303,35.995,95.817,12.902,0,67.303,0.143,0,1.718,0.956,0.942,0.653,7,0,93.521,1.471,1.322,4.573,Normal
EVR_009506,CS_0162,2024-02-03 00:05:00,DC_Fast,Type_2,29.827,31.633,395.889,81.372,20.937,49.958,0.982,49.345,83.252,43.926,27.674,9.85,1.538,40.612,99.945,355.886,51.851,28.303,91.03,11.204,1,29.805,0.486,0,3.583,0.974,0.963,2.011,14,0,95.931,1.673,1.417,3.259,Normal
EVR_009507,CS_0037,2024-02-03 00:10:00,AC_Level_2,CCS,14.714,61.831,385.775,104.918,21.305,49.975,0.953,8.248,84.908,41.948,36.412,12.317,2.23,56.927,91.349,385.245,107.245,37.163,88.061,14.665,1,52.57,0.437,0,0.804,0.957,0.989,1.833,8,0,92.031,1.482,1.833,2.575,Normal
EVR_009508,CS_0097,2024-02-03 00:15:00,AC_Level_2,Type_2,37.141,48.872,387.101,89.885,21.307,49.998,1.0,22.808,58.773,47.715,40.049,9.564,4.599,11.07,96.296,337.305,113.487,26.392,89.213,23.194,1,60.41,0.069,1,2.065,0.974,0.845,0.631,8,2,83.137,1.326,12.193,2.652,Charging_Fault
EVR_009509,CS_0049,2024-02-03 00:20:00,DC_Fast,CHAdeMO,31.534,56.579,407.19,100.659,43.516,50.108,0.984,32.523,41.227,39.937,30.132,15.384,3.579,6.864,66.716,338.011,76.882,33.496,88.764,21.444,0,61.424,0.731,0,1.554,0.984,0.947,1.669,9,0,87.993,0.422,1.934,3.74,Normal
EVR_009510,CS_0010,2024-02-03 00:25:00,AC_Level_2,Type_2,17.535,63.881,405.769,56.719,43.171,50.026,0.927,27.244,134.832,23.245,30.643,13.655,5.13,15.531,71.537,356.027,93.446,30.927,92.216,25.483,0,15.997,0.595,0,5.377,0.988,0.922,1.24,7,2,95.593,0.413,0.476,1.201,Normal
EVR_009511,CS_0040,2024-02-03 00:30:00,DC_Fast,Type_2,28.754,71.792,388.008,41.999,46.084,50.037,0.97,19.923,73.56,39.25,46.992,9.106,3.999,54.63,73.696,349.192,81.888,35.503,85.857,29.315,1,13.38,0.423,0,7.512,0.986,0.863,2.322,5,0,93.117,0.495,2.716,2.741,Normal
EVR_009512,CS_0153,2024-02-03 00:35:00,AC_Level_2,Type_2,47.382,33.039,388.126,67.547,20.23,50.122,0.945,22.68,64.733,57.835,33.662,13.332,3.915,55.289,92.977,352.091,85.309,23.298,96.838,18.364,0,54.158,0.191,0,5.919,0.989,0.939,2.132,4,0,92.376,0.787,1.045,4.802,Normal
EVR_009513,CS_0106,2024-02-03 00:40:00,AC_Level_2,CCS,25.388,41.018,409.681,61.267,32.335,50.044,0.96,27.357,23.935,24.369,40.516,12.127,3.27,9.554,67.649,382.157,81.806,34.267,91.378,12.819,0,11.366,0.009,0,5.685,1.0,0.949,2.064,9,0,93.95,0.33,0.623,2.863,Normal
EVR_009514,CS_0041,2024-02-03 00:45:00,AC_Level_2,CCS,18.845,66.82,405.118,86.778,27.814,50.158,0.942,15.926,35.08,30.16,44.506,11.596,5.911,63.26,74.259,349.059,82.674,47.995,74.005,73.668,4,20.705,2.328,0,1.255,0.999,0.954,0.749,9,1,91.378,0.437,0.415,2.554,Battery_Anomaly
EVR_009515,CS_0164,2024-02-03 00:50:00,AC_Level_2,CHAdeMO,25.167,58.28,386.16,59.223,28.361,50.056,0.97,18.294,48.136,35.487,37.081,9.87,4.636,51.928,65.861,347.391,99.535,30.0,88.294,21.653,0,14.284,0.041,0,5.783,1.0,1.0,2.029,2,3,70.081,1.361,10.513,3.391,Charging_Fault
EVR_009516,CS_0258,2024-02-03 00:55:00,AC_Level_2,CHAdeMO,16.906,44.706,412.779,77.133,25.376,49.922,0.969,14.105,105.04,57.388,40.457,13.473,4.494,55.175,92.487,394.963,89.57,19.545,93.274,6.515,1,33.801,0.652,0,2.435,0.976,0.919,2.056,8,0,90.204,1.733,1.708,4.096,Normal
EVR_009517,CS_0211,2024-02-03 01:00:00,AC_Level_2,Type_2,30.906,56.007,399.404,96.608,37.185,50.325,0.994,11.531,64.075,39.229,38.469,16.858,3.886,27.575,68.415,382.947,81.924,25.22,100.0,19.411,0,32.389,0.008,0,2.603,0.95,0.946,1.614,7,0,97.217,0.825,0.896,4.783,Normal
EVR_009518,CS_0202,2024-02-03 01:05:00,AC_Level_2,Type_2,21.727,65.522,410.631,73.758,36.992,50.067,1.0,31.15,83.072,36.039,43.209,13.669,4.565,36.249,68.057,387.265,52.823,50.609,70.821,80.089,5,60.042,1.02,0,1.742,1.0,0.89,0.289,7,0,96.558,0.331,1.764,3.34,Battery_Anomaly
