date,start_hour,city,station_id,charger_kw,session_minutes,energy_kwh,price_per_kwh,session_cost,grid_load_mw,peak_hour
2019-03-13,18,Houston,ST0472,7,44,36.2,0.13,4.71,4009.82,1
2025-07-31,19,Osaka,ST0253,100,37,24.02,0.26,6.25,5618.13,1
2018-01-28,10,Sydney,ST0439,100,33,24.1,0.27,6.51,5893.14,0
2018-06-23,22,Amsterdam,ST0191,100,43,18.71,0.18,3.37,4718.48,0
2021-07-15,21,Amsterdam,ST0460,100,50,17.38,0.19,3.3,5428.3,1
2021-01-30,19,Amsterdam,ST0094,100,56,26.63,0.33,8.79,5104.56,1
2021-02-21,16,Berlin,ST0114,100,26,22.37,0.08,1.79,4817.33,0
2019-06-10,16,New York,ST0270,50,17,15.4,0.28,4.31,4996.95,0
2023-05-14,18,Oslo,ST0017,100,51,24.58,0.31,7.62,5020.05,1
2021-11-23,10,Berlin,ST0441,150,77,29.09,0.18,5.24,4189.67,0
2019-12-17,19,Rome,ST0500,7,42,30.91,0.2,6.18,4584.95,1
2025-10-31,22,Stockholm,ST0236,22,63,26.4,0.27,7.13,5026.77,0
2025-09-24,19,Los Angeles,ST0007,150,68,29.29,0.21,6.15,5673.33,1
2020-05-13,6,Berlin,ST0298,7,86,19.79,0.18,3.56,4678.7,0
2021-08-25,17,Paris,ST0314,22,65,20.51,0.24,4.92,4632.94,1
2020-02-06,19,Oslo,ST0135,11,43,23.62,0.18,4.25,4719.47,1
2021-01-08,19,Amsterdam,ST0491,100,63,22.57,0.16,3.61,5277.0,1
2021-11-06,17,Paris,ST0095,50,61,20.79,0.1,2.08,4656.66,1
2022-10-03,14,Seattle,ST0215,150,43,19.98,0.27,5.39,4715.83,0
2022-03-05,18,Paris,ST0438,50,48,24.73,0.22,5.44,5214.24,1
2021-02-19,14,Rome,ST0093,100,72,25.46,0.13,3.31,4975.87,0
2019-06-22,13,Helsinki,ST0352,11,58,36.01,0.16,5.76,5070.22,0
2019-02-14,9,Singapore,ST0139,11,54,20.05,0.18,3.61,4209.56,0
2024-03-24,21,Madrid,ST0439,50,65,25.92,0.16,4.15,5818.43,1
2020-03-14,14,Phoenix,ST0410,150,10,21.49,0.14,3.01,5360.27,0
2019-09-05,16,Amsterdam,ST0413,7,57,31.85,0.14,4.46,4664.42,0
2019-12-25,17,Madrid,ST0256,11,75,23.71,0.18,4.27,5173.9,1
2025-01-27,15,Stockholm,ST0274,150,48,16.0,0.38,6.08,4190.15,0
2021-07-17,16,Amsterdam,ST0154,22,44,32.84,0.13,4.27,5943.23,0
2024-04-21,21,Helsinki,ST0025,50,53,19.44,0.26,5.05,4636.0,1
2019-02-10,23,Seoul,ST0084,7,25,20.43,0.18,3.68,4547.98,0
2020-06-01,21,Boston,ST0244,150,55,30.65,0.1,3.06,5574.67,1
2019-01-30,23,Rome,ST0382,22,35,31.68,0.2,6.34,4400.5,0
2020-11-30,16,Paris,ST0185,100,65,21.61,0.18,3.89,5203.21,0
2024-04-02,18,Boston,ST0177,7,56,25.91,0.25,6.48,4747.49,1
2022-08-14,19,Houston,ST0180,150,26,27.56,0.18,4.96,5554.67,1
2024-10-16,16,Seattle,ST0296,100,49,21.41,0.15,3.21,4033.24,0
2025-04-15,12,Tokyo,ST0276,11,38,23.62,0.29,6.85,4611.6,0
2021-03-11,13,Paris,ST0167,150,16,22.32,0.32,7.14,5482.45,0
2023-09-22,21,Amsterdam,ST0397,150,57,33.33,0.24,8.0,5376.38,1
2023-01-05,16,Chicago,ST0196,100,17,16.62,0.22,3.66,4916.88,0
2021-03-19,23,Rome,ST0324,11,46,29.41,0.19,5.59,4921.82,0
2019-11-18,11,Tokyo,ST0414,22,30,24.23,0.22,5.33,5288.41,0
2022-09-24,18,Tokyo,ST0314,100,37,33.18,0.21,6.97,5574.23,1
2022-07-16,15,Chicago,ST0041,11,59,29.72,0.23,6.84,3741.64,0
2021-11-08,18,Denver,ST0161,22,69,28.92,0.25,7.23,4114.54,1
2025-04-28,14,Miami,ST0364,22,53,26.41,0.31,8.19,4813.21,0
2024-10-15,20,Tokyo,ST0203,22,45,18.47,0.08,1.48,5189.37,1
2022-12-28,18,Sydney,ST0442,22,32,13.74,0.26,3.57,4782.02,1
2024-08-01,20,Stockholm,ST0495,50,82,17.13,0.17,2.91,4863.84,1
2022-08-23,23,San Francisco,ST0095,7,12,29.12,0.23,6.7,5028.48,0
2019-05-28,17,Singapore,ST0121,150,36,27.56,0.15,4.13,5122.95,1
2020-10-27,16,Singapore,ST0359,150,29,34.41,0.25,8.6,5264.27,0
2018-11-24,23,Seattle,ST0086,50,16,28.68,0.08,2.29,4690.34,0
2019-02-26,15,Houston,ST0033,50,56,25.81,0.21,5.42,4897.26,0
2024-02-25,13,New York,ST0014,50,15,23.43,0.27,6.33,5645.98,0
2023-11-17,14,Sydney,ST0043,7,58,23.54,0.3,7.06,5385.15,0
2020-12-11,19,Dublin,ST0080,7,38,27.36,0.27,7.39,4647.24,1
2025-05-06,11,Berlin,ST0159,11,39,30.26,0.3,9.08,4284.86,0
2020-10-10,12,Singapore,ST0146,50,70,20.72,0.26,5.39,4514.85,0
2025-01-10,23,Phoenix,ST0068,100,29,27.2,0.23,6.26,5194.88,0
2019-11-30,8,Los Angeles,ST0018,150,10,18.1,0.24,4.34,4169.79,0
2022-01-01,12,London,ST0443,50,56,27.53,0.21,5.78,5240.24,0
2023-03-29,12,Oslo,ST0479,22,37,30.68,0.22,6.75,4925.87,0
2024-02-25,23,Rome,ST0070,150,17,24.02,0.34,8.17,4893.66,0
2024-01-18,22,San Francisco,ST0303,100,25,17.57,0.25,4.39,5409.55,0
2023-02-14,23,Tokyo,ST0384,150,76,26.78,0.3,8.03,4895.98,0
2024-04-29,22,Madrid,ST0269,150,49,26.11,0.25,6.53,4242.08,0
2025-03-04,12,Oslo,ST0159,22,47,15.2,0.28,4.26,5236.59,0
2023-05-27,19,Oslo,ST0117,7,22,27.54,0.36,9.91,5063.7,1
2022-12-15,20,Miami,ST0188,50,49,26.53,0.21,5.57,4988.85,1
2020-11-30,22,Phoenix,ST0156,7,91,21.92,0.21,4.6,4437.45,0
2018-01-01,23,Stockholm,ST0418,11,33,14.74,0.26,3.83,5891.13,0
2021-11-09,21,Miami,ST0241,100,49,25.93,0.32,8.3,4586.6,1
2018-02-04,17,Seoul,ST0473,50,35,16.36,0.2,3.27,5459.3,1
2023-05-09,20,Miami,ST0005,50,57,25.57,0.26,6.65,4601.99,1
2021-04-14,16,Dublin,ST0119,7,48,25.15,0.24,6.04,4851.42,0
2024-02-24,16,Paris,ST0097,50,108,35.49,0.25,8.87,4845.37,0
2024-04-15,15,Madrid,ST0203,11,42,24.5,0.09,2.21,4113.32,0
2019-10-31,14,Seoul,ST0378,150,49,22.68,0.32,7.26,4129.54,0
2022-05-16,14,Berlin,ST0113,22,75,27.66,0.28,7.74,5916.25,0
2018-11-21,14,Madrid,ST0321,11,43,21.8,0.08,1.74,4711.99,0
2023-10-18,22,Sydney,ST0410,100,55,27.7,0.19,5.26,4722.73,0
2025-10-13,23,Osaka,ST0140,22,35,23.67,0.23,5.44,5785.54,0
2025-04-10,22,Singapore,ST0273,22,19,14.34,0.26,3.73,4965.2,0
2022-08-19,15,Seattle,ST0437,7,65,26.74,0.22,5.88,5296.86,0
2020-01-18,16,Phoenix,ST0149,7,76,23.18,0.27,6.26,5629.64,0
2025-02-21,11,Rome,ST0317,50,38,28.27,0.3,8.48,4747.34,0
2021-01-19,14,Seoul,ST0319,50,64,31.6,0.14,4.42,4304.43,0
2020-02-09,19,London,ST0010,11,57,23.34,0.27,6.3,4618.31,1
2018-07-23,7,Oslo,ST0012,11,36,22.64,0.2,4.53,4151.24,0
2019-02-23,8,Miami,ST0138,11,34,26.57,0.31,8.24,5360.13,0
2022-12-01,13,Singapore,ST0005,11,21,23.0,0.26,5.98,5052.1,0
2019-01-05,7,Phoenix,ST0008,50,27,21.09,0.25,5.27,5108.02,0
2020-06-08,18,London,ST0216,22,51,24.54,0.27,6.63,5114.61,1
2023-08-04,18,Paris,ST0238,150,39,23.09,0.25,5.77,5086.08,1
2018-05-10,19,London,ST0042,11,71,27.85,0.17,4.73,5433.19,1
2018-08-18,11,Boston,ST0398,50,23,22.44,0.26,5.83,4187.23,0
2018-10-20,16,Oslo,ST0241,11,32,19.41,0.29,5.63,5250.88,0
2020-02-27,17,Boston,ST0419,50,34,15.33,0.32,4.91,5197.38,1
2018-02-21,14,Houston,ST0499,150,59,24.73,0.2,4.95,5096.52,0
2020-10-16,14,Berlin,ST0395,50,38,23.17,0.19,4.4,5207.21,0
2020-10-09,23,Singapore,ST0018,11,29,13.15,0.08,1.05,4937.38,0
2023-03-03,14,Singapore,ST0395,7,49,24.54,0.11,2.7,3970.73,0
2023-11-05,19,Osaka,ST0107,50,47,21.51,0.1,2.15,5201.74,1
2022-05-13,23,Osaka,ST0493,22,50,19.76,0.22,4.35,4355.99,0
2021-08-16,23,San Francisco,ST0323,150,46,14.68,0.2,2.94,5250.37,0
2018-06-22,16,Singapore,ST0480,100,39,16.56,0.26,4.31,4562.0,0
2023-11-04,7,Houston,ST0130,50,37,27.35,0.19,5.2,5618.38,0
2025-02-28,20,Miami,ST0102,22,51,23.48,0.22,5.17,4862.2,1
2018-08-02,16,Osaka,ST0112,7,55,19.92,0.14,2.79,4338.09,0
2020-08-24,23,Tokyo,ST0223,22,55,26.12,0.15,3.92,5376.16,0
2018-03-03,17,San Francisco,ST0407,22,49,19.0,0.23,4.37,4704.07,1
2024-07-22,14,Houston,ST0203,11,59,17.39,0.26,4.52,5191.81,0
2018-02-06,13,New York,ST0298,150,28,20.24,0.24,4.86,4764.55,0
2023-05-01,20,Seoul,ST0306,11,80,25.06,0.1,2.51,5413.21,1
2022-03-02,23,Sydney,ST0046,11,52,18.8,0.21,3.95,4475.94,0
2019-10-08,21,Amsterdam,ST0047,150,17,18.54,0.15,2.78,5057.57,1
2024-12-08,16,London,ST0477,150,48,23.87,0.15,3.58,5228.93,0
2018-09-03,17,New York,ST0183,150,25,32.2,0.25,8.05,4892.19,1
2019-09-23,23,Seoul,ST0275,7,81,26.99,0.24,6.48,4573.97,0
2019-05-31,17,Amsterdam,ST0120,22,41,23.84,0.24,5.72,5215.29,1
2024-04-06,19,Tokyo,ST0388,22,20,15.71,0.18,2.83,4801.71,1
2022-12-02,23,Singapore,ST0099,7,21,18.73,0.29,5.43,4884.99,0
2025-09-24,20,Berlin,ST0184,150,42,24.32,0.2,4.86,5330.83,1
2019-07-06,10,Boston,ST0461,7,37,23.92,0.26,6.22,5542.17,0
2023-06-11,16,Seoul,ST0225,100,74,23.58,0.31,7.31,5323.07,0
2021-04-22,13,Oslo,ST0357,50,51,23.86,0.26,6.2,4743.82,0
2020-02-17,16,Helsinki,ST0096,100,72,26.15,0.28,7.32,4811.91,0
2021-11-25,23,London,ST0375,50,31,18.65,0.33,6.15,4812.12,0
2021-02-01,23,Dublin,ST0469,100,62,24.67,0.09,2.22,5049.01,0
2019-10-19,18,Chicago,ST0272,11,68,34.1,0.17,5.8,5397.0,1
2023-01-15,21,Miami,ST0420,22,66,28.41,0.08,2.27,4955.94,1
2024-01-28,12,Paris,ST0233,7,40,27.7,0.24,6.65,5424.85,0
2025-02-26,19,Stockholm,ST0195,150,19,7.68,0.23,1.77,4803.74,1
2020-01-30,13,Los Angeles,ST0318,22,10,15.53,0.21,3.26,5155.04,0
2024-12-15,18,Denver,ST0165,150,77,22.06,0.28,6.18,4971.9,1
2018-09-17,21,Osaka,ST0496,100,36,27.68,0.24,6.64,4690.99,1
2022-05-07,17,Seattle,ST0269,150,40,25.25,0.14,3.53,4926.31,1
2023-07-31,19,Sydney,ST0283,11,45,30.13,0.27,8.14,4996.8,1
2024-11-16,19,Miami,ST0166,50,50,26.02,0.09,2.34,4833.3,1
2025-03-10,10,London,ST0057,7,70,26.1,0.21,5.48,5252.78,0
2023-11-14,20,Osaka,ST0035,7,22,20.29,0.2,4.06,4108.88,1
2019-06-16,14,San Francisco,ST0448,7,41,22.35,0.12,2.68,5445.21,0
2020-04-07,17,Houston,ST0249,11,45,25.4,0.16,4.06,5169.79,1
2019-02-09,16,New York,ST0293,150,27,24.11,0.32,7.71,5278.84,0
2022-05-11,22,Osaka,ST0251,100,34,14.09,0.32,4.51,6023.63,0
2024-12-30,23,Seoul,ST0303,22,38,16.79,0.15,2.52,4185.28,0
2018-07-21,17,Paris,ST0114,100,77,26.53,0.24,6.37,5633.93,1
2018-10-18,15,Los Angeles,ST0477,11,85,38.16,0.21,8.01,4663.87,0
2025-05-09,21,Amsterdam,ST0476,7,38,16.78,0.31,5.2,5595.33,1
2023-04-02,18,Tokyo,ST0032,22,19,14.13,0.23,3.25,4666.59,1
2024-04-04,16,Singapore,ST0481,50,65,29.47,0.32,9.43,4442.55,0
2022-02-20,16,Seoul,ST0030,100,60,27.44,0.33,9.06,5140.03,0
2020-12-24,23,Stockholm,ST0021,150,55,29.91,0.2,5.98,5086.79,0
2018-10-16,22,Miami,ST0040,11,77,30.89,0.21,6.49,5752.21,0
2023-10-29,7,Houston,ST0052,150,16,23.33,0.22,5.13,5036.07,0
2020-08-04,18,Oslo,ST0198,11,56,20.65,0.26,5.37,5439.8,1
2020-03-02,23,Stockholm,ST0337,11,85,29.42,0.24,7.06,4316.1,0
2024-05-23,15,Tokyo,ST0486,11,41,28.17,0.18,5.07,5310.86,0
2024-04-06,17,Singapore,ST0286,50,41,24.16,0.19,4.59,4722.14,1
2019-03-09,9,Sydney,ST0327,100,40,20.4,0.18,3.67,4970.04,0
2022-01-06,21,Osaka,ST0235,150,49,28.86,0.26,7.5,4887.9,1
2025-06-17,15,Madrid,ST0453,7,51,26.99,0.32,8.64,5503.54,0
2019-11-15,15,San Francisco,ST0282,50,42,26.4,0.29,7.65,5375.07,0
2023-08-30,17,London,ST0337,11,19,15.29,0.24,3.67,5072.25,1
2023-12-27,12,Dublin,ST0227,22,45,26.56,0.14,3.72,5398.72,0
2021-07-14,16,Oslo,ST0167,22,70,23.73,0.15,3.56,4685.86,0
2022-08-16,17,Sydney,ST0325,50,37,21.36,0.24,5.13,4839.85,1
2021-08-17,17,Dublin,ST0124,100,10,21.16,0.21,4.44,5729.78,1
2024-02-13,13,Seattle,ST0193,100,10,22.29,0.24,5.35,4344.94,0
2020-11-06,10,Paris,ST0493,50,75,34.07,0.08,2.73,4607.17,0
2023-01-07,23,Berlin,ST0001,150,35,19.75,0.2,3.95,4478.54,0
2018-05-22,9,Miami,ST0306,7,66,16.71,0.24,4.01,5190.11,0
2023-10-22,10,Phoenix,ST0456,22,26,27.19,0.26,7.07,4500.1,0
2018-01-27,23,Miami,ST0114,11,69,27.63,0.16,4.42,4863.78,0
2021-07-13,19,Los Angeles,ST0396,150,41,27.61,0.11,3.04,4243.33,1
2021-02-04,18,Oslo,ST0262,100,35,19.06,0.1,1.91,4946.03,1
2024-05-26,17,Helsinki,ST0080,7,58,25.3,0.21,5.31,5529.72,1
2018-06-04,11,Rome,ST0183,11,55,16.24,0.16,2.6,4178.65,0
2019-07-21,21,Boston,ST0188,100,43,23.09,0.14,3.23,4862.52,1
2020-10-20,14,Denver,ST0132,22,52,19.28,0.31,5.98,4019.35,0
2019-01-12,13,Helsinki,ST0205,100,78,25.18,0.13,3.27,4970.27,0
2020-06-09,15,Singapore,ST0040,150,28,15.88,0.41,6.51,4737.75,0
2021-08-22,8,Amsterdam,ST0089,50,74,29.94,0.17,5.09,4313.18,0
2025-09-25,21,Seoul,ST0296,7,40,13.17,0.35,4.61,4755.69,1
2024-09-04,23,Tokyo,ST0154,7,70,21.39,0.29,6.2,4719.86,0
2024-06-18,8,Berlin,ST0041,7,36,24.31,0.19,4.62,4603.71,0
2021-10-01,23,Paris,ST0451,50,47,19.42,0.27,5.24,5136.53,0
2022-09-03,5,Houston,ST0446,11,53,26.32,0.22,5.79,5151.13,0
2025-04-27,14,Dublin,ST0476,7,51,16.29,0.25,4.07,5821.67,0
2025-02-09,13,Sydney,ST0324,50,29,17.93,0.23,4.12,4300.2,0
2018-08-10,20,Miami,ST0269,7,61,27.99,0.1,2.8,5509.55,1
2021-07-31,22,Oslo,ST0290,11,61,27.18,0.24,6.52,5564.93,0
2021-08-31,23,Stockholm,ST0358,11,25,26.39,0.21,5.54,5000.73,0
2019-09-20,10,New York,ST0345,150,39,17.69,0.19,3.36,4221.68,0
2022-05-29,15,Rome,ST0386,100,36,22.8,0.11,2.51,4168.46,0
2024-06-14,19,Stockholm,ST0047,11,29,26.85,0.24,6.44,5290.79,1
2022-11-05,23,Miami,ST0403,50,38,19.69,0.28,5.51,5293.51,0
2019-08-30,17,Phoenix,ST0173,7,72,25.58,0.22,5.63,4952.93,1
2023-05-04,13,Helsinki,ST0382,7,46,30.5,0.25,7.63,4897.55,0
2024-02-24,17,Berlin,ST0135,7,51,27.87,0.26,7.25,4785.54,1
2022-06-21,19,Stockholm,ST0223,150,54,19.44,0.23,4.47,3877.12,1
2019-06-19,20,Sydney,ST0070,50,58,28.7,0.19,5.45,5169.31,1
2024-04-09,23,Seattle,ST0250,50,73,26.61,0.23,6.12,5621.91,0
2025-04-25,10,Helsinki,ST0101,100,38,29.24,0.29,8.48,5001.58,0
2024-11-28,10,Singapore,ST0269,11,44,20.33,0.24,4.88,4376.65,0
2020-09-19,12,Chicago,ST0137,50,10,25.31,0.19,4.81,4919.81,0
2021-08-17,17,Osaka,ST0474,100,23,14.46,0.15,2.17,4536.27,1
2019-01-02,19,Houston,ST0344,50,29,30.21,0.29,8.76,5405.03,1
2022-10-01,17,Paris,ST0179,11,75,25.91,0.22,5.7,5028.63,1
2021-08-06,21,Paris,ST0305,150,57,22.46,0.18,4.04,5329.81,1
2018-04-10,21,Sydney,ST0157,11,37,14.5,0.21,3.05,5289.78,1
2021-12-03,23,Dublin,ST0421,50,21,18.39,0.19,3.49,5711.45,0
2024-12-27,17,Phoenix,ST0226,7,26,23.91,0.19,4.54,4323.46,1
2020-08-14,13,Seattle,ST0351,22,79,29.4,0.23,6.76,4752.66,0
2019-10-01,19,Sydney,ST0373,7,50,25.46,0.23,5.86,5416.24,1
2019-04-06,18,Singapore,ST0028,11,25,17.94,0.08,1.44,5945.16,1
2024-12-18,22,Phoenix,ST0445,22,28,19.95,0.18,3.59,5791.08,0
2018-02-26,10,London,ST0356,7,47,23.1,0.28,6.47,4740.38,0
2021-06-03,9,Rome,ST0242,7,39,17.82,0.23,4.1,5468.37,0
2021-09-21,9,Seattle,ST0379,100,28,18.6,0.19,3.53,5124.45,0
2020-05-17,17,Seattle,ST0280,100,53,21.23,0.24,5.1,5313.82,1
2020-11-25,14,Oslo,ST0248,100,60,25.46,0.29,7.38,4781.14,0
2019-08-02,19,Seoul,ST0358,150,44,22.8,0.24,5.47,5239.6,1
2018-03-17,11,Berlin,ST0299,150,73,17.46,0.17,2.97,4742.71,0
2023-11-28,20,New York,ST0131,11,76,17.83,0.18,3.21,3907.9,1
2018-09-04,18,Miami,ST0103,150,50,31.95,0.23,7.35,5509.83,1
2024-12-06,20,Boston,ST0028,50,36,15.28,0.24,3.67,4215.05,1
2025-05-05,23,Los Angeles,ST0035,50,41,28.9,0.19,5.49,5210.01,0
2025-05-28,19,Boston,ST0340,150,44,21.12,0.25,5.28,4501.39,1
2022-01-15,11,Houston,ST0010,22,69,29.92,0.22,6.58,5672.23,0
2025-04-13,16,Berlin,ST0119,50,71,27.4,0.15,4.11,5853.61,0
2023-09-14,22,Seoul,ST0051,22,42,26.68,0.19,5.07,5461.28,0
2023-06-09,6,Dublin,ST0273,7,24,25.78,0.2,5.16,4826.88,0
2020-02-03,11,Seattle,ST0257,50,81,33.67,0.21,7.07,4652.34,0
2024-04-15,23,Seoul,ST0012,7,84,32.85,0.37,12.15,4630.22,0
2020-10-10,13,Stockholm,ST0157,22,21,22.73,0.23,5.23,4774.94,0
2023-06-30,22,Berlin,ST0382,11,69,18.65,0.18,3.36,5424.68,0
2018-03-17,15,Paris,ST0351,22,29,26.57,0.13,3.45,4755.5,0
2021-12-26,19,Tokyo,ST0155,11,33,25.88,0.18,4.66,5687.81,1
2023-08-16,17,Boston,ST0416,7,58,28.69,0.18,5.16,3928.02,1
2025-01-07,19,Boston,ST0450,50,46,26.3,0.2,5.26,4769.98,1
2018-05-01,23,Oslo,ST0486,22,15,23.47,0.18,4.22,4885.99,0
2020-07-12,16,Phoenix,ST0175,50,28,24.22,0.32,7.75,5151.87,0
2025-05-14,18,Phoenix,ST0045,150,25,23.58,0.37,8.73,4763.99,1
2022-04-15,16,Stockholm,ST0492,150,33,19.51,0.08,1.56,5100.57,0
2024-11-13,13,Tokyo,ST0352,11,12,23.21,0.14,3.25,4683.49,0
2022-09-06,23,Denver,ST0294,11,16,12.26,0.24,2.94,5583.77,0
2022-10-13,10,Miami,ST0466,100,53,27.26,0.08,2.18,5208.31,0
2021-09-10,22,Rome,ST0278,11,38,28.82,0.3,8.65,5106.85,0
2020-04-26,15,Tokyo,ST0071,100,25,20.81,0.26,5.41,4721.16,0
2024-01-27,7,Osaka,ST0410,11,70,27.35,0.19,5.2,5177.98,0
2019-07-20,23,Miami,ST0353,150,10,21.37,0.12,2.56,5295.04,0
2023-11-16,18,Phoenix,ST0221,11,57,22.34,0.09,2.01,4724.19,1
2025-05-11,20,Helsinki,ST0470,11,65,19.94,0.29,5.78,4655.83,1
2021-07-24,19,Chicago,ST0286,100,34,22.99,0.28,6.44,4358.46,1
2019-04-30,14,San Francisco,ST0163,11,48,35.77,0.16,5.72,5943.14,0
2018-05-01,23,Sydney,ST0164,50,43,21.67,0.17,3.68,5012.58,0
2022-08-12,10,Miami,ST0227,150,43,30.64,0.18,5.52,4702.22,0
2025-02-21,9,Singapore,ST0141,11,52,25.56,0.22,5.62,4673.84,0
2020-02-09,16,Houston,ST0068,11,55,24.46,0.24,5.87,5025.32,0
2018-04-18,23,Sydney,ST0314,100,58,25.92,0.33,8.56,5273.83,0
2020-12-29,23,Dublin,ST0291,100,57,15.63,0.31,4.85,5090.11,0
2020-08-03,17,Dublin,ST0119,11,50,22.28,0.24,5.35,4633.16,1
2025-09-16,23,Los Angeles,ST0184,7,42,21.13,0.16,3.38,5178.9,0
2025-09-19,18,Sydney,ST0245,11,52,19.1,0.11,2.1,5249.21,1
2023-08-20,23,Dublin,ST0241,150,24,28.83,0.24,6.92,5071.78,0
2025-04-14,16,Paris,ST0095,50,17,24.98,0.17,4.25,4530.01,0
2023-07-06,22,Amsterdam,ST0071,11,10,11.58,0.22,2.55,5132.97,0
2020-03-02,20,Denver,ST0017,50,38,35.21,0.2,7.04,4925.45,1
2018-03-03,14,Boston,ST0487,50,47,26.71,0.3,8.01,4142.22,0
2020-06-30,16,Singapore,ST0344,11,53,27.3,0.22,6.0,5200.39,0
2020-04-17,13,Chicago,ST0091,50,76,32.08,0.13,4.17,4350.78,0
2024-12-02,12,Amsterdam,ST0353,22,58,18.54,0.2,3.71,5041.5,0
2023-02-18,17,Denver,ST0219,50,50,18.67,0.26,4.85,4608.08,1
2018-06-21,16,Dublin,ST0377,50,49,24.4,0.22,5.37,4542.27,0
2021-07-05,16,Berlin,ST0314,150,45,16.52,0.19,3.14,5079.94,0
2024-05-31,11,Dublin,ST0275,100,68,32.51,0.13,4.23,5528.84,0
2025-03-12,17,Seoul,ST0403,7,53,21.88,0.28,6.13,5130.55,1
2023-11-03,13,Houston,ST0232,50,21,13.22,0.23,3.04,5099.11,0
2018-06-23,21,Denver,ST0266,100,42,17.26,0.17,2.93,5565.19,1
2022-06-09,15,Singapore,ST0021,100,47,18.26,0.24,4.38,4644.2,0
2022-05-06,23,Stockholm,ST0392,150,60,22.72,0.21,4.77,4775.33,0
2018-07-21,10,Seattle,ST0150,50,27,22.23,0.24,5.34,4863.2,0
2022-06-19,16,Miami,ST0397,22,63,25.88,0.27,6.99,4036.62,0
2023-03-05,0,San Francisco,ST0217,22,50,16.88,0.21,3.54,4416.46,0
2024-11-16,23,New York,ST0354,100,52,25.07,0.28,7.02,5244.53,0
2019-08-06,15,Rome,ST0425,150,66,20.37,0.24,4.89,4107.7,0
2023-01-25,19,Chicago,ST0370,100,48,32.14,0.11,3.54,4708.13,1
2019-04-09,22,San Francisco,ST0399,100,51,25.02,0.15,3.75,4744.68,0
2025-10-22,23,Oslo,ST0070,50,43,25.04,0.21,5.26,4468.6,0
2022-08-21,22,London,ST0231,7,55,36.13,0.15,5.42,5495.8,0
2020-01-03,11,Rome,ST0303,150,48,28.64,0.08,2.29,4732.1,0
2020-04-07,15,Rome,ST0047,22,30,23.53,0.3,7.06,4827.46,0
2021-08-20,19,Seoul,ST0333,150,47,23.65,0.14,3.31,5528.82,1
2019-11-03,19,Seoul,ST0376,7,52,20.21,0.19,3.84,4872.76,1
2019-01-09,10,Houston,ST0362,50,11,16.32,0.26,4.24,4438.7,0
2025-02-10,12,Paris,ST0044,100,28,19.08,0.2,3.82,5899.09,0
2025-12-07,23,Berlin,ST0373,100,65,31.64,0.15,4.75,4475.39,0
2024-11-12,12,San Francisco,ST0194,100,71,23.78,0.13,3.09,4619.64,0
2022-04-08,16,New York,ST0394,11,50,25.25,0.16,4.04,5263.85,0
2021-10-04,14,Helsinki,ST0447,150,41,26.35,0.18,4.74,4600.74,0
2019-09-07,20,San Francisco,ST0445,11,27,19.32,0.26,5.02,6004.31,1
2020-01-03,21,Sydney,ST0365,7,54,27.13,0.14,3.8,5086.33,1
2022-09-15,17,Miami,ST0159,150,51,24.7,0.25,6.18,4783.08,1
2023-01-02,18,Miami,ST0321,11,20,18.8,0.32,6.02,5094.61,1
2019-04-27,17,Phoenix,ST0492,11,82,21.04,0.14,2.95,5780.5,1
2018-01-15,18,Dublin,ST0392,22,40,16.8,0.25,4.2,5199.45,1
2018-02-20,12,Rome,ST0255,50,42,21.36,0.24,5.13,4265.82,0
2024-02-05,23,Los Angeles,ST0312,50,63,23.74,0.2,4.75,4986.77,0
2020-09-01,14,Seattle,ST0302,150,36,20.97,0.33,6.92,5337.18,0
2023-05-03,22,Rome,ST0210,50,52,18.65,0.22,4.1,5499.86,0
2018-11-22,11,Dublin,ST0308,7,57,36.45,0.29,10.57,5572.83,0
2020-09-29,19,Oslo,ST0143,100,64,22.09,0.28,6.19,5295.56,1
2025-01-18,19,Oslo,ST0420,11,71,23.83,0.21,5.0,5023.04,1
2018-07-20,12,San Francisco,ST0076,7,49,15.29,0.29,4.43,4824.46,0
2025-04-29,15,Paris,ST0019,11,28,20.19,0.27,5.45,5154.62,0
2018-05-13,14,Osaka,ST0296,100,28,24.64,0.17,4.19,4908.53,0
2021-05-07,18,London,ST0472,7,51,28.41,0.13,3.69,4018.07,1
2018-07-20,15,Houston,ST0214,11,81,37.83,0.35,13.24,4854.83,0
2019-10-23,9,Osaka,ST0146,100,10,16.13,0.21,3.39,5394.83,0
2025-05-31,22,Seoul,ST0359,100,49,19.43,0.15,2.91,5144.79,0
2024-06-02,21,Oslo,ST0091,50,52,19.07,0.27,5.15,5209.22,1
2024-06-29,12,Paris,ST0477,7,29,24.92,0.2,4.98,5634.26,0
2019-01-17,20,Sydney,ST0154,22,35,22.15,0.22,4.87,4624.4,1
2022-02-18,13,Berlin,ST0420,7,59,29.31,0.26,7.62,5634.88,0
2022-10-17,15,Oslo,ST0034,22,78,22.86,0.15,3.43,4011.44,0
2023-04-13,15,Phoenix,ST0063,150,34,24.71,0.24,5.93,4302.35,0
2021-01-29,16,London,ST0270,50,37,13.56,0.15,2.03,4488.83,0
2023-11-19,23,Seattle,ST0357,11,48,27.07,0.12,3.25,5665.39,0
2024-11-11,23,New York,ST0056,100,10,15.67,0.25,3.92,5344.89,0
